UBIGEO,distid,DEPARTAMENTO,PROVINCIA,Distrito,Pob_hab,Pob_rnk,IDH,IDH_rnk,EVN,EVN_rnk,pc_EDC,pc_EDC_rnk,yrs_ED,yrs_ED_rnk,IFPC,IFPC_rnk
100802,2,HUANUCO,PACHITEA,Chaglla                                 ,10070,489,0.3434,1173,72.05,1221,40.61,1511,4.01,1725,541.2,859
100803,3,HUANUCO,PACHITEA,Molino                                  ,13371,392,0.254,1662,74.22,909,36.77,1603,2.95,1856,320.9,1373
100804,4,HUANUCO,PACHITEA,Umari                                   ,17266,313,0.2625,1624,73.47,1026,30.81,1746,3.01,1853,375.2,1235
100901,1,HUANUCO,PUERTO INCA,Puerto Inca                             ,6199,722,0.4142,811,70.47,1423,35.52,1640,6.41,896,715.4,583
100902,2,HUANUCO,PUERTO INCA,Codo Del Pozuzo      ,6595,686,0.354,1106,71,1379,27.81,1790,4.78,1495,625.6,717
100903,3,HUANUCO,PUERTO INCA,Honoria                                 ,5209,803,0.3709,1020,72.54,1164,39.46,1540,5.76,1123,513.2,909
100904,4,HUANUCO,PUERTO INCA,Tournavista                             ,3932,952,0.4245,757,72.02,1227,31.5,1740,6.09,1009,815.4,458
100905,5,HUANUCO,PUERTO INCA,Yuyapichis                              ,4925,829,0.3709,1019,71.9,1249,27.61,1792,5.79,1110,612.6,738
101001,1,HUANUCO,LAURICOCHA,Jesus                                   ,3809,968,0.3999,876,70.08,1454,48.81,1272,7.39,613,513.5,908
101002,2,HUANUCO,LAURICOCHA,Baños                                   ,5227,802,0.4204,772,68.26,1619,65.03,612,7.28,642,542.1,857
101003,3,HUANUCO,LAURICOCHA,Jivia                                   ,1956,1309,0.3463,1154,71.84,1263,45.61,1367,7.04,711,354.5,1283
101004,4,HUANUCO,LAURICOCHA,Queropalca                              ,2484,1192,0.4478,678,71.48,1313,53.74,1067,8.57,355,599.5,760
101005,5,HUANUCO,LAURICOCHA,Rondos                                  ,5456,780,0.3679,1034,74.36,877,50.24,1221,6.52,865,399.9,1169
101006,6,HUANUCO,LAURICOCHA,San Francisco De Asis  ,1269,1511,0.3497,1128,75.07,786,53.94,1059,5.8,1107,359,1276
101007,7,HUANUCO,LAURICOCHA,San Miguel De Cauri     ,8238,574,0.4758,563,69.51,1510,50.93,1195,7.85,491,803.4,470
101101,1,HUANUCO,YAROWILCA,Chavinillo                              ,6043,735,0.2307,1731,70.7,1408,49.56,1244,4.5,1610,164.5,1748
101102,2,HUANUCO,YAROWILCA,Cahuac                                  ,3491,1009,0.3554,1101,74.68,833,58.15,897,6.32,931,345.7,1308
101103,3,HUANUCO,YAROWILCA,Chacabamba      ,2622,1161,0.3405,1197,76.56,572,74.74,216,6.2,966,270.3,1502
101104,4,HUANUCO,YAROWILCA,Aparicio Pomares      ,4656,865,0.2796,1537,74.3,890,57.04,939,4.27,1670,243.4,1574
101105,5,HUANUCO,YAROWILCA,Jacas Chico                             ,1267,1514,0.2764,1551,69.55,1504,61.05,763,4.77,1502,231,1609
101106,6,HUANUCO,YAROWILCA,Obas                                    ,3693,979,0.3653,1045,73.9,957,61.55,743,5.34,1282,411,1139
101107,7,HUANUCO,YAROWILCA,Pampamarca     ,1334,1484,0.2701,1589,72.94,1110,36.97,1597,4.91,1443,248.8,1558
101108,8,HUANUCO,YAROWILCA,Choras                                  ,1107,1569,0.2969,1447,73.21,1071,44.24,1416,4.67,1540,303.3,1418
110101,1,ICA,ICA,Ica                                     ,142450,42,0.6637,84,79.64,225,81.38,49,11.72,27,1084.3,201
110102,2,ICA,ICA,La Tinguiña                             ,38005,155,0.6334,137,80.81,129,77.64,127,10.43,91,1015.7,249
110103,3,ICA,ICA,Los Aquijes                             ,22115,260,0.6321,146,78.12,394,75.66,183,9.92,148,1104.1,182
110104,4,ICA,ICA,Ocucaje                                 ,4084,927,0.5598,312,76.95,529,71.13,348,8.5,363,897,363
110105,5,ICA,ICA,Pachacutec                              ,7330,636,0.6282,152,79.94,205,74.91,210,9.73,165,1067.3,211
110106,6,ICA,ICA,Parcona                                 ,54312,118,0.6163,180,80.8,131,78.09,115,10.48,84,933.4,331
110107,7,ICA,ICA,Pueblo Nuevo                            ,5487,775,0.6017,207,78.04,405,72.29,303,10.31,105,958,301
110108,8,ICA,ICA,Salas                                   ,27932,198,0.6053,198,78.89,297,67.64,497,9.13,245,1064.9,212
110109,9,ICA,ICA,San Jose De Los Molinos  ,6645,685,0.6267,155,78.75,315,77.69,126,9.13,246,1104.4,181
110110,10,ICA,ICA,San Juan Bautista                       ,14967,345,0.6551,98,80.79,132,76.24,172,10.63,66,1117.2,173
110111,11,ICA,ICA,Santiago                                ,31419,180,0.6261,156,80.49,154,76.56,163,9.34,214,1061,216
110112,12,ICA,ICA,Subtanjalla                             ,31104,181,0.6351,132,79.37,248,77.51,135,10.81,58,1028.5,236
110113,13,ICA,ICA,Tate                                    ,4721,858,0.6152,182,78.11,398,74.49,221,10.11,124,1017.1,247
110114,14,ICA,ICA,Yauca Del Rosario     ,930,1631,0.3836,944,75.35,740,53.61,1071,6.9,755,413.2,1138
110201,1,ICA,CHINCHA,Chincha Alta                            ,66625,97,0.6056,197,80.58,146,70.64,366,10.39,98,938.9,325
110202,2,ICA,CHINCHA,Alto Laran                              ,8210,578,0.5588,315,78.87,299,58.24,893,8.65,339,938.7,326
110203,3,ICA,CHINCHA,Chavin                                  ,1928,1317,0.6025,204,78.43,357,49.47,1247,10.47,85,1136.8,162
110204,4,ICA,CHINCHA,Chincha Baja                            ,12461,417,0.5751,272,80.49,152,69.98,392,8.91,292,891.3,372
110205,5,ICA,CHINCHA,El Carmen                               ,13864,371,0.5337,384,79.34,254,61.57,742,8.26,411,816.8,455
110206,6,ICA,CHINCHA,Grocio Prado                            ,26661,212,0.5737,278,81.67,76,68.16,471,9.14,244,865.1,399
110207,7,ICA,CHINCHA,Pueblo Nuevo                            ,65357,100,0.5925,229,81.16,103,67.03,521,10.03,134,913.8,346
110208,8,ICA,CHINCHA,San Juan De Yanac    ,527,1780,0.3406,1196,74.07,933,53.27,1088,7.52,579,292.1,1452
110209,9,ICA,CHINCHA,San Pedro De Huacarpana  ,1345,1482,0.3007,1420,77.72,438,67.56,505,7.12,684,186.6,1709
110210,10,ICA,CHINCHA,Sunampe                                 ,30277,185,0.5988,216,81.76,72,67.59,502,9.53,192,957.2,303
110211,11,ICA,CHINCHA,Tambo De Mora    ,5314,794,0.5935,225,79.82,216,65.4,592,9.55,187,978.9,277
110301,1,ICA,NASCA,Nasca                                   ,26740,210,0.5989,215,79.75,219,71.09,349,10.08,126,936.3,328
110302,2,ICA,NASCA,Changuillo                              ,1152,1555,0.5357,375,79.75,217,58.38,881,7.48,588,894,369
110303,3,ICA,NASCA,El Ingenio                              ,2572,1168,0.5558,322,81.53,83,65.16,608,8.08,441,871.9,392
110304,4,ICA,NASCA,Marcona                                 ,13915,367,0.6771,73,80.27,174,73.38,256,10.92,53,1245.4,107
110305,5,ICA,NASCA,Vista Alegre                            ,18667,297,0.5925,228,81.73,73,71.34,337,9.43,205,910.7,348
110401,1,ICA,PALPA,Palpa                                   ,6821,670,0.6182,173,81.11,106,81.46,46,9.59,183,966.6,290
110402,2,ICA,PALPA,Llipata                                 ,1316,1493,0.5979,217,80.76,135,85.82,12,8.79,315,907.6,352
110403,3,ICA,PALPA,Rio Grande                              ,1742,1378,0.5964,220,80.82,128,83.04,25,8.82,307,912.2,347
110404,4,ICA,PALPA,Santa Cruz                              ,771,1680,0.5696,291,79.88,211,75.56,187,8.85,303,848.1,416
110405,5,ICA,PALPA,Tibillo                                 ,160,1871,0.5489,344,75.69,689,68.36,459,7.6,559,947.9,318
110501,1,ICA,PISCO,Pisco                                   ,58925,111,0.5876,237,76.41,588,72.45,295,10.43,92,914.9,345
110502,2,ICA,PISCO,Huancano                                ,1223,1526,0.5373,370,73.26,1063,86.12,10,8.34,394,789.7,487
110503,3,ICA,PISCO,Humay                                   ,5924,740,0.5476,349,72.9,1116,72.53,289,8.07,444,930.8,332
110504,4,ICA,PISCO,Independencia                           ,14789,349,0.5369,374,74.61,843,72.27,304,8.41,383,830.5,442
110505,5,ICA,PISCO,Paracas                                 ,8493,559,0.6292,150,76,651,67.8,491,9.8,157,1204.2,129
110506,6,ICA,PISCO,San Andres                              ,12642,412,0.5257,413,76.76,544,64.42,639,9.63,177,731.6,561
110507,7,ICA,PISCO,San Clemente                            ,24273,238,0.5724,280,76.15,630,72.54,288,9.11,248,922.5,341
110508,8,ICA,PISCO,Tupac Amaru Inca   ,19053,289,0.5697,290,76.29,606,69.49,411,9.68,171,893.7,370
120101,1,JUNIN,HUANCAYO,Huancayo                                ,119236,50,0.6083,190,71.67,1287,76.35,166,11.05,49,1046.5,226
120104,2,JUNIN,HUANCAYO,Carhuacallanga                          ,1141,1558,0.3912,913,79.4,244,72.73,280,7.35,625,340.1,1325
120105,3,JUNIN,HUANCAYO,Chacapampa     ,529,1778,0.2704,1583,71.33,1335,56.58,958,5.61,1186,197.1,1689
120106,4,JUNIN,HUANCAYO,Chicche                                 ,485,1793,0.3223,1311,71.79,1271,72.24,306,5.36,1272,283.9,1470
120107,5,JUNIN,HUANCAYO,Chilca                                  ,91776,64,0.5506,337,73.41,1036,75.34,196,9.62,178,826.5,448
120108,6,JUNIN,HUANCAYO,Chongos Alto                            ,1136,1560,0.4833,541,75.24,758,69.93,394,6.53,864,723.9,571
120111,7,JUNIN,HUANCAYO,Chupuro                                 ,1587,1407,0.4292,738,71.47,1316,73.35,259,7.39,612,503.3,927
120112,8,JUNIN,HUANCAYO,Colca                                   ,1458,1447,0.4497,666,71.86,1260,50.22,1223,6.3,937,754.7,531
120113,9,JUNIN,HUANCAYO,Cullhuas                                ,1421,1458,0.1855,1826,75.43,732,49.23,1258,4.36,1652,97.8,1846
120114,10,JUNIN,HUANCAYO,El Tambo                                ,167366,33,0.635,133,73.35,1052,78.85,95,11.22,40,1118,172
120116,11,JUNIN,HUANCAYO,Huacrapuquio                            ,1188,1538,0.3665,1040,76.83,538,68.27,466,5.95,1058,349.6,1294
120117,12,JUNIN,HUANCAYO,Hualhuas                                ,5267,799,0.5103,459,71.52,1306,75.72,182,9.09,251,712.5,589
120119,13,JUNIN,HUANCAYO,Huancan                                 ,26022,217,0.4929,511,71.45,1320,71.38,335,8.54,358,690.1,626
120120,14,JUNIN,HUANCAYO,Huasicancha                             ,674,1714,0.3287,1265,74.33,885,46.87,1327,6.39,908,308.6,1404
120121,15,JUNIN,HUANCAYO,Huayucachi                              ,9078,533,0.4869,529,71.28,1342,70.98,354,8.43,377,675.9,644
120122,16,JUNIN,HUANCAYO,Ingenio                                 ,2246,1242,0.4451,686,72.91,1114,62.6,705,6.16,982,655.9,669
120124,17,JUNIN,HUANCAYO,Pariahuanca                             ,4241,906,0.1848,1827,71.6,1299,56.63,955,4.34,1654,97.9,1845
120125,18,JUNIN,HUANCAYO,Pilcomayo                               ,20078,279,0.5709,285,71.93,1243,79.22,87,9.89,152,907.5,353
120126,19,JUNIN,HUANCAYO,Pucara                                  ,4211,908,0.402,865,70.87,1389,59.08,838,6.74,796,496.9,943
120127,20,JUNIN,HUANCAYO,Quichuay                                ,1571,1412,0.473,575,73.21,1072,70.61,370,6.44,888,711.4,590
