UBIGEO,distid,DEPARTAMENTO,PROVINCIA,Distrito,Pob_hab,Pob_rnk,IDH,IDH_rnk,EVN,EVN_rnk,pc_EDC,pc_EDC_rnk,yrs_ED,yrs_ED_rnk,IFPC,IFPC_rnk
50505,5,AYACUCHO,LA MAR,Chungui                                 ,6443,696,0.2024,1790,78.4,364,43.9,1423,4.88,1455,109.5,1832
50506,6,AYACUCHO,LA MAR,Luis Carranza                           ,851,1658,0.2035,1787,79.6,229,46.48,1338,4.48,1619,112.1,1828
50507,7,AYACUCHO,LA MAR,Santa Rosa                              ,10588,468,0.412,817,76.64,557,48.36,1282,5.71,1149,584.1,780
50508,8,AYACUCHO,LA MAR,Tambo                                   ,17575,308,0.2421,1694,78.61,332,51.63,1168,3.6,1799,187.9,1705
50509,9,AYACUCHO,LA MAR,Samugari,10953,459,0.3702,1022,82.07,60,43.64,1429,5.15,1353,444.9,1054
50510,10,AYACUCHO,LA MAR,Anchihuay,3985,944,0.2436,1689,82.37,47,24.55,1825,4.16,1694,219.7,1637
50511,11,AYACUCHO,LA MAR,Oronccoy,1010,1600,0.2845,1520,81.77,70,65.25,601,3.95,1737,225.7,1626
50601,1,AYACUCHO,LUCANAS,Puquio                                  ,14074,365,0.4951,506,69.75,1484,70.34,380,8.51,362,730.7,562
50602,2,AYACUCHO,LUCANAS,Aucara                                  ,4825,844,0.384,941,64.54,1769,61.75,737,6.19,968,519.4,899
50603,3,AYACUCHO,LUCANAS,Cabana                                  ,4068,929,0.4625,621,71.89,1252,74.4,228,8.19,427,574.1,794
50604,4,AYACUCHO,LUCANAS,Carmen Salcedo  ,3236,1046,0.4276,743,73.57,1010,65.99,559,6.76,792,531,880
50605,5,AYACUCHO,LUCANAS,Chaviña                                 ,1802,1359,0.4202,773,71.48,1314,54.39,1045,6.72,806,578.8,786
50606,6,AYACUCHO,LUCANAS,Chipao                                  ,3099,1071,0.3269,1281,64.45,1771,55.85,986,5.76,1125,366.8,1259
50607,7,AYACUCHO,LUCANAS,Huac-Huas                               ,2180,1259,0.3764,988,67.11,1673,49.69,1241,7.67,541,448.5,1046
50608,8,AYACUCHO,LUCANAS,Laramate                                ,1052,1586,0.3491,1139,69.4,1522,42.81,1456,6.79,785,400.5,1166
50609,9,AYACUCHO,LUCANAS,Leoncio Prado                           ,1012,1598,0.3612,1068,63.7,1789,61.52,746,6.83,775,421.1,1116
50610,10,AYACUCHO,LUCANAS,Llauta                                  ,804,1670,0.4609,626,66.84,1694,65.87,572,7.1,694,733,559
50611,11,AYACUCHO,LUCANAS,Lucanas                                 ,3717,976,0.3765,986,68.18,1623,50.99,1192,5.61,1188,529.5,883
50612,12,AYACUCHO,LUCANAS,Ocaña                                   ,2165,1263,0.4036,859,66.99,1685,55.51,1004,7.32,632,533.6,874
50613,13,AYACUCHO,LUCANAS,Otoca                                   ,2471,1195,0.4381,710,68.48,1602,50.55,1210,6.26,947,752.9,534
50614,14,AYACUCHO,LUCANAS,Saisa                                   ,874,1652,0.5329,386,63.88,1787,73.16,267,8.56,356,1010.9,252
50615,15,AYACUCHO,LUCANAS,San Cristobal                           ,2101,1281,0.2362,1713,67.25,1665,68.23,467,4.68,1538,159,1762
50616,16,AYACUCHO,LUCANAS,San Juan                                ,1461,1446,0.4826,545,65.81,1729,79.32,82,8.39,385,706.3,599
50617,17,AYACUCHO,LUCANAS,San Pedro                               ,2602,1164,0.2798,1535,71.82,1267,57.64,915,4.69,1533,237.1,1595
50618,18,AYACUCHO,LUCANAS,San Pedro De Palco    ,981,1606,0.2877,1500,66.49,1709,36.3,1613,4.66,1544,348.9,1296
50619,19,AYACUCHO,LUCANAS,Sancos                                  ,7033,659,0.4843,540,68.78,1571,58.59,862,7.96,465,796.3,480
50620,20,AYACUCHO,LUCANAS,Santa Ana De Huaycahuacho ,688,1705,0.3765,987,69.73,1485,47.35,1312,7.33,629,445.8,1052
50621,21,AYACUCHO,LUCANAS,Santa Lucia                             ,889,1647,0.4428,693,64.38,1774,58.28,892,7.28,641,722.4,572
50701,1,AYACUCHO,PARINACOCHAS,Coracora                                ,14981,343,0.4356,722,58.83,1861,71.96,318,8.22,425,668.6,655
50702,2,AYACUCHO,PARINACOCHAS,Chumpi                                  ,2241,1244,0.3254,1291,62.85,1811,39.48,1538,5.9,1074,433.5,1081
50703,3,AYACUCHO,PARINACOCHAS,Coronel Castañeda    ,2090,1284,0.5136,447,62.06,1824,50.61,1207,9.2,233,1088.2,195
50704,4,AYACUCHO,PARINACOCHAS,Pacapausa                               ,2252,1239,0.3275,1278,61.6,1830,76.65,159,5.96,1054,334.8,1338
50705,5,AYACUCHO,PARINACOCHAS,Pullo                                   ,5972,739,0.456,641,60.4,1845,66.21,550,7.12,686,830.5,441
50706,6,AYACUCHO,PARINACOCHAS,Puyusca                                 ,1908,1327,0.3278,1276,60.89,1839,61.93,732,5.75,1131,385,1213
50707,7,AYACUCHO,PARINACOCHAS,San Francisco De Ravacayco ,667,1717,0.3736,1001,59.48,1856,61.62,740,6.39,909,536.2,867
50708,8,AYACUCHO,PARINACOCHAS,Upahuacho                               ,2353,1220,0.2684,1596,61.14,1836,56.4,963,4.66,1545,269.8,1504
50801,1,AYACUCHO,PAUCAR DEL SARA SARA,Pausa                                   ,2875,1116,0.5195,428,75.5,720,58.36,884,8.46,373,820.3,451
50802,2,AYACUCHO,PAUCAR DEL SARA SARA,Colta                                   ,970,1610,0.344,1169,67.04,1679,49.76,1238,6.8,781,377,1227
50803,3,AYACUCHO,PAUCAR DEL SARA SARA,Corculla                                ,362,1838,0.3349,1226,65.62,1733,25.96,1810,7.08,697,475.1,996
50804,4,AYACUCHO,PAUCAR DEL SARA SARA,Lampa                                   ,2258,1235,0.3954,895,74.36,879,60.61,784,7.76,520,402.3,1160
50805,5,AYACUCHO,PAUCAR DEL SARA SARA,Marcabamba      ,663,1718,0.4759,562,73.17,1077,59.09,836,7.42,602,718.8,579
50806,6,AYACUCHO,PAUCAR DEL SARA SARA,Oyolo                                   ,1352,1481,0.4146,807,65.8,1730,43.61,1431,8.34,391,611.3,741
50807,7,AYACUCHO,PAUCAR DEL SARA SARA,Pararca                                 ,497,1791,0.3861,937,69.78,1481,52.38,1131,6.44,887,494.4,949
50808,8,AYACUCHO,PAUCAR DEL SARA SARA,San Javier De Alpabamba  ,446,1811,0.3495,1132,72.69,1144,49.76,1237,5.75,1130,390.8,1193
50809,9,AYACUCHO,PAUCAR DEL SARA SARA,San Jose De Ushua      ,178,1870,0.4079,832,67.88,1635,39.81,1529,7.84,495,603.6,754
50810,10,AYACUCHO,PAUCAR DEL SARA SARA,Sara Sara                               ,529,1777,0.3896,923,69.33,1526,65.07,611,6.65,826,453.4,1035
50901,1,AYACUCHO,SUCRE,Querobamba                              ,2556,1173,0.4666,601,72.79,1131,54.53,1039,7.65,545,698.2,609
50902,2,AYACUCHO,SUCRE,Belen                                   ,615,1735,0.4191,780,66.93,1689,69.44,419,7.73,528,517,902
50903,3,AYACUCHO,SUCRE,Chalcos                                 ,475,1796,0.3735,1003,75.41,733,27.06,1799,6.92,743,524.1,889
50904,4,AYACUCHO,SUCRE,Chilcayoc                               ,447,1810,0.3239,1302,67.6,1652,37.59,1587,6.3,934,376.7,1229
50905,5,AYACUCHO,SUCRE,Huacaña                                 ,543,1766,0.4489,672,73.88,963,65.96,561,5.98,1043,655.9,670
50906,6,AYACUCHO,SUCRE,Morcolla                                ,908,1637,0.3257,1289,69.08,1549,63.84,664,5.27,1311,328.2,1349
50907,7,AYACUCHO,SUCRE,Paico                                   ,575,1756,0.343,1176,63.33,1798,43.49,1437,6.34,926,452.7,1038
50908,8,AYACUCHO,SUCRE,San Pedro De Larcay    ,948,1621,0.3245,1297,74.3,891,29.32,1768,6.17,978,376.4,1231
50909,9,AYACUCHO,SUCRE,San Salvador De Quije   ,1283,1506,0.3143,1359,65.78,1731,45.1,1385,5.14,1358,380.8,1218
50910,10,AYACUCHO,SUCRE,Santiago De Paucaray     ,484,1794,0.3444,1167,68.26,1618,45.4,1375,5.57,1200,437,1068
50911,11,AYACUCHO,SUCRE,Soras                                   ,1199,1535,0.375,996,68.68,1579,50.74,1202,7.26,649,439.3,1064
51001,1,AYACUCHO,VICTOR FAJARDO,Huancapi                                ,1586,1408,0.507,470,78.67,325,65.55,585,7.78,513,718.6,580
51002,2,AYACUCHO,VICTOR FAJARDO,Alcamenca                               ,1887,1337,0.2906,1478,78.51,350,59.07,841,4.81,1485,226.5,1623
51003,3,AYACUCHO,VICTOR FAJARDO,Apongo                                  ,1116,1567,0.3823,949,77.39,471,67.32,515,5.8,1108,397.4,1178
51004,4,AYACUCHO,VICTOR FAJARDO,Asquipata                               ,426,1819,0.4359,720,75.17,775,80.08,69,4.76,1507,632.4,710
51005,5,AYACUCHO,VICTOR FAJARDO,Canaria                                 ,4106,923,0.5057,477,73.92,955,70.48,375,7.22,660,788.9,489
51006,6,AYACUCHO,VICTOR FAJARDO,Cayara                                  ,1031,1593,0.3301,1254,77.15,501,65.76,577,5.35,1275,286.5,1466
51007,7,AYACUCHO,VICTOR FAJARDO,Colca                                   ,833,1664,0.3326,1239,79.88,213,36.96,1598,5.47,1234,355.7,1282
51008,8,AYACUCHO,VICTOR FAJARDO,Huamanquiquia   ,1186,1539,0.2632,1619,77.34,479,27.32,1795,4.84,1477,248,1560
51009,9,AYACUCHO,VICTOR FAJARDO,Huancaraylla                            ,73,1874,0.392,908,82.04,62,54.09,1053,4.63,1557,510.4,911
51010,10,AYACUCHO,VICTOR FAJARDO,Hualla                                   ,2819,1125,0.3292,1261,77.99,409,44.35,1412,5.34,1283,334.2,1339
51011,11,AYACUCHO,VICTOR FAJARDO,Sarhua                                  ,2594,1166,0.2584,1640,81.19,100,30.85,1745,3.62,1795,263.4,1517
51012,12,AYACUCHO,VICTOR FAJARDO,Vilcanchos                              ,2414,1205,0.2647,1613,74.12,924,39.56,1536,4.65,1549,233.3,1603
51101,1,AYACUCHO,VILCAS HUAMAN,Vilcas Huaman                           ,7462,627,0.3292,1260,68.41,1608,49.76,1239,4.67,1543,418.5,1120
51102,2,AYACUCHO,VILCAS HUAMAN,Accomarca                               ,546,1763,0.2372,1707,73.44,1031,28.32,1786,5.55,1208,184.1,1713
51103,3,AYACUCHO,VILCAS HUAMAN,Carhuanca                               ,838,1663,0.3284,1269,71.81,1268,34.86,1658,4.99,1415,434.9,1074
51104,4,AYACUCHO,VILCAS HUAMAN,Concepcion                              ,2565,1170,0.209,1777,70.07,1455,45.32,1381,4.24,1681,142.4,1790
51105,5,AYACUCHO,VILCAS HUAMAN,Huambalpa                               ,1766,1371,0.3263,1286,72.27,1191,43.08,1449,4.07,1713,448.6,1044
51106,6,AYACUCHO,VILCAS HUAMAN,Independencia                           ,1091,1577,0.255,1657,66.58,1704,41.34,1497,4.64,1555,240.3,1582
51107,7,AYACUCHO,VILCAS HUAMAN,Saurama                                 ,973,1609,0.2311,1729,71.33,1337,52.87,1108,4.83,1481,152.4,1772
51108,8,AYACUCHO,VILCAS HUAMAN,Vischongo                               ,4498,880,0.3421,1178,72.4,1181,57.25,931,4.84,1475,391.9,1190
60101,1,CAJAMARCA,CAJAMARCA,Cajamarca                               ,257381,17,0.607,193,73.19,1075,74.3,233,9.49,197,1117.1,174
60102,2,CAJAMARCA,CAJAMARCA,Asuncion                                ,11291,446,0.2343,1718,76.32,601,40.41,1516,3.49,1810,203.8,1674
60103,3,CAJAMARCA,CAJAMARCA,Chetilla                                ,3945,950,0.1164,1873,76.23,614,33.88,1687,2.36,1868,74.4,1862
60104,4,CAJAMARCA,CAJAMARCA,Cospan                                  ,6877,668,0.1914,1813,72.16,1210,25.13,1817,3.65,1793,156.5,1767
60105,5,CAJAMARCA,CAJAMARCA,Encañada                                ,20782,271,0.2788,1539,76.63,558,44.83,1397,3.55,1806,299.2,1431
60106,6,CAJAMARCA,CAJAMARCA,Jesus                                   ,14228,361,0.3122,1370,76.13,633,43.55,1434,4.37,1649,348.6,1298
60107,7,CAJAMARCA,CAJAMARCA,Llacanora                               ,5469,777,0.3659,1043,77.62,449,56.72,950,4.85,1473,429.7,1096
60108,8,CAJAMARCA,CAJAMARCA,Los Baños Del Inca    ,48281,131,0.4873,528,74.24,904,64.69,629,6.62,835,776.4,508
60109,9,CAJAMARCA,CAJAMARCA,Magdalena                               ,8462,561,0.3499,1125,74.39,871,56.63,956,4.63,1561,417.2,1126
60110,10,CAJAMARCA,CAJAMARCA,Matara                                  ,2960,1105,0.3413,1187,75.29,750,35.6,1637,4.4,1642,493.1,953
60111,11,CAJAMARCA,CAJAMARCA,Namora                                  ,10335,475,0.2723,1579,73.93,954,35.79,1633,3.69,1788,315,1385
60112,12,CAJAMARCA,CAJAMARCA,San Juan                                ,4874,838,0.2872,1503,71.92,1247,38.46,1564,4.47,1621,312.6,1393
60201,1,CAJAMARCA,CAJABAMBA,Cajabamba                               ,31678,178,0.4384,707,76.71,551,49.95,1230,6.2,967,648.1,682
60202,2,CAJAMARCA,CAJABAMBA,Cachachi                                ,26076,216,0.2948,1460,77.15,500,35.5,1641,3.78,1764,361.9,1268
60203,3,CAJAMARCA,CAJABAMBA,Condebamba     ,13302,394,0.2518,1668,79.04,281,35.02,1654,3.32,1833,260.4,1528
60204,4,CAJAMARCA,CAJABAMBA,Sitacocha                               ,7765,608,0.2574,1643,79.23,265,31.57,1739,3.18,1845,301,1422
60301,1,CAJAMARCA,CELENDIN,Celendin                                ,29011,192,0.4626,620,68.55,1590,65.86,573,7.36,621,697.2,614
60302,2,CAJAMARCA,CELENDIN,Chumuch                                 ,2769,1140,0.1376,1866,74.18,914,22.54,1841,3.61,1797,81.2,1858
60303,3,CAJAMARCA,CELENDIN,Cortegana                               ,7666,619,0.1903,1816,71.01,1378,36.29,1615,3.61,1798,138.1,1796
60304,4,CAJAMARCA,CELENDIN,Huasmin                                 ,11734,434,0.197,1799,72.49,1171,34.15,1674,3.1,1851,169.4,1739
60305,5,CAJAMARCA,CELENDIN,Jorge Chavez                            ,434,1815,0.3726,1009,71.38,1328,47.19,1318,6.44,884,455,1030
60306,6,CAJAMARCA,CELENDIN,Jose Galvez                             ,1881,1340,0.4099,824,71.63,1293,57.48,920,6.11,993,557.8,828
60307,7,CAJAMARCA,CELENDIN,Miguel Iglesias                         ,4131,921,0.1608,1851,72.45,1174,29.89,1756,3.31,1834,107.8,1835
60308,8,CAJAMARCA,CELENDIN,Oxamarca                                ,6226,720,0.1844,1828,74,944,18.83,1857,3.24,1837,171.8,1730
60309,9,CAJAMARCA,CELENDIN,Sorochuco                               ,8131,583,0.2431,1691,73.9,958,51.85,1161,3.15,1847,230.9,1610
60310,10,CAJAMARCA,CELENDIN,Sucre                                   ,5459,779,0.3487,1142,74.09,929,46.41,1346,4.94,1433,433.7,1080
60311,11,CAJAMARCA,CELENDIN,Utco                                    ,1210,1532,0.1968,1801,72.71,1137,36.22,1616,3.51,1809,148.2,1779
60312,12,CAJAMARCA,CELENDIN,La Libertad De Pallan     ,9192,526,0.1946,1805,72.4,1180,38.5,1563,3.31,1835,148.8,1778
60401,1,CAJAMARCA,CHOTA,Chota                                   ,46091,137,0.4701,585,72.66,1148,64.88,617,6.16,980,757,527
60402,2,CAJAMARCA,CHOTA,Anguia                                  ,3600,993,0.1931,1809,72.71,1141,43.14,1446,3.98,1731,121.8,1819
60403,3,CAJAMARCA,CHOTA,Chadin                                  ,3134,1062,0.2603,1631,70.26,1439,55.12,1016,4.48,1615,213.6,1652
60404,4,CAJAMARCA,CHOTA,Chiguirip                               ,3666,983,0.2106,1776,74.06,934,37.02,1596,3.51,1808,168.3,1744
60405,5,CAJAMARCA,CHOTA,Chimban                                 ,2739,1143,0.259,1634,76.09,638,31.82,1730,4.49,1612,239.7,1585
60406,6,CAJAMARCA,CHOTA,Choropampa                              ,1322,1489,0.2753,1561,71.1,1366,49.74,1240,4.86,1463,239.4,1587
60407,7,CAJAMARCA,CHOTA,Cochabamba     ,5264,800,0.3011,1417,71.97,1236,54.5,1041,4.06,1719,327.1,1351
60408,8,CAJAMARCA,CHOTA,Conchan                                 ,6418,700,0.232,1726,71.99,1231,45,1390,3.67,1789,196.3,1691
60409,9,CAJAMARCA,CHOTA,Huambos                                 ,8379,566,0.2655,1611,70.41,1428,40.81,1507,3.65,1792,299.2,1432
60410,10,CAJAMARCA,CHOTA,Lajas                                   ,10312,477,0.3306,1251,71.83,1266,54.3,1049,4.32,1660,402.8,1159
60411,11,CAJAMARCA,CHOTA,Llama                                   ,7079,651,0.4199,776,71.08,1371,66.59,538,5.46,1241,608.8,746
60412,12,CAJAMARCA,CHOTA,Miracosta                               ,3450,1018,0.2146,1769,70.83,1395,41.35,1495,4.08,1711,158.8,1763
60413,13,CAJAMARCA,CHOTA,Paccha                                  ,4160,916,0.2967,1451,72.95,1108,44.89,1393,4.51,1601,310.3,1399
60414,14,CAJAMARCA,CHOTA,Pion                                    ,1089,1578,0.3204,1324,75.36,738,18.86,1856,5.14,1356,493.2,952
60415,15,CAJAMARCA,CHOTA,Querocoto                               ,7739,612,0.3761,990,69.44,1517,52.73,1113,5.69,1157,500.8,936
60416,16,CAJAMARCA,CHOTA,San Juan De Licupis   ,739,1690,0.2978,1441,69.08,1548,58.44,875,5.64,1171,257.8,1536
60417,17,CAJAMARCA,CHOTA,Tacabamba                               ,17249,314,0.2757,1557,73.33,1057,39.47,1539,3.89,1750,301.1,1421
60418,18,CAJAMARCA,CHOTA,Tocmoche                                ,878,1650,0.3047,1405,72.32,1186,14.25,1868,4.96,1426,531.6,878
60419,19,CAJAMARCA,CHOTA,Chalamarca                              ,10167,483,0.2776,1546,71.68,1286,47.07,1322,4.16,1693,277.2,1487
60501,1,CAJAMARCA,CONTUMAZA,Contumaza                               ,7218,645,0.3526,1114,70.15,1450,29.12,1770,5.91,1072,529.8,882
60502,2,CAJAMARCA,CONTUMAZA,Chilete                                 ,2246,1243,0.5295,401,73.66,997,56.61,957,7.94,466,946.4,319
60503,3,CAJAMARCA,CONTUMAZA,Cupisnique                              ,1268,1513,0.2734,1572,69,1555,39.64,1532,5.08,1382,262.2,1521
60504,4,CAJAMARCA,CONTUMAZA,Guzmango                                ,2981,1101,0.2573,1644,73.98,947,41.38,1493,3.78,1767,249.4,1555
60505,5,CAJAMARCA,CONTUMAZA,San Benito                              ,3707,978,0.3824,948,71.09,1368,45,1388,5.32,1295,572.3,798
60506,6,CAJAMARCA,CONTUMAZA,Santa Cruz De Toled     ,907,1639,0.2405,1701,72.65,1153,50.47,1213,3.84,1758,195.4,1692
60507,7,CAJAMARCA,CONTUMAZA,Tantarica                               ,3214,1052,0.4096,826,69.96,1467,51.16,1187,6.04,1023,612.9,737
60508,8,CAJAMARCA,CONTUMAZA,Yonan                                   ,7380,631,0.5564,318,73.07,1084,65.26,599,7.78,510,1045.7,228
60601,1,CAJAMARCA,CUTERVO,Cutervo                                 ,52450,122,0.3989,882,76.28,610,52.72,1115,5.4,1258,535.5,871
60602,2,CAJAMARCA,CUTERVO,Callayuc                                ,9173,527,0.3376,1213,75.95,654,33.38,1702,3.94,1740,532.7,876
60603,3,CAJAMARCA,CUTERVO,Choros                                  ,3073,1082,0.3935,902,75.43,730,36.6,1605,5.01,1404,656,668
60604,4,CAJAMARCA,CUTERVO,Cujillo                                 ,2585,1167,0.312,1372,74.2,912,41.63,1489,4.76,1510,344.8,1310
60605,5,CAJAMARCA,CUTERVO,La Ramada                               ,4014,937,0.2741,1569,76.3,604,32.4,1717,4.28,1668,284.7,1469
60606,6,CAJAMARCA,CUTERVO,Pimpingos                               ,4773,851,0.2764,1552,76.85,534,42.37,1464,4.78,1501,237.2,1594
60607,7,CAJAMARCA,CUTERVO,Querocotillo                            ,14726,351,0.2742,1567,74.6,846,53.77,1066,4.34,1655,233.1,1604
60608,8,CAJAMARCA,CUTERVO,San Andres De Cutervo  ,4267,904,0.3454,1162,75.83,669,47.43,1309,5.49,1229,376.5,1230
60609,9,CAJAMARCA,CUTERVO,San Juan De Cutervo    ,1636,1400,0.3766,984,78.99,286,34.6,1666,4.56,1582,599,762
60610,10,CAJAMARCA,CUTERVO,San Luis De Lucma   ,3309,1036,0.292,1471,78,408,33.92,1684,4.24,1680,322.7,1368
60611,11,CAJAMARCA,CUTERVO,Santa Cruz                              ,2343,1222,0.3196,1331,78.42,360,45.66,1366,4.67,1541,332.2,1344
60612,12,CAJAMARCA,CUTERVO,Santo Domingo De La Capilla  ,4973,822,0.271,1582,81.54,82,38.4,1568,3.63,1794,269.2,1508
60613,13,CAJAMARCA,CUTERVO,Santo Tomas                             ,6771,673,0.3566,1098,75.81,672,49.62,1242,4.81,1487,441.8,1058
60614,14,CAJAMARCA,CUTERVO,Socota                                  ,9254,523,0.3345,1228,75.74,682,52.37,1132,4.85,1469,360.2,1273
60615,15,CAJAMARCA,CUTERVO,Toribio Casanova      ,911,1636,0.3065,1400,78.15,391,23.12,1833,4.91,1440,390.9,1192
60701,1,CAJAMARCA,HUALGAYOC,Bambamarca       ,76210,80,0.3485,1143,76.34,596,53.29,1087,4.13,1700,447.2,1049
60702,2,CAJAMARCA,HUALGAYOC,Chugur                                  ,3124,1065,0.3762,989,74.47,862,59.08,837,5.61,1185,434.9,1073
60703,3,CAJAMARCA,HUALGAYOC,Hualgayoc                               ,15626,333,0.4526,654,79.17,266,59.44,823,5.16,1350,710,594
60801,1,CAJAMARCA,JAEN,Jaen                                    ,102362,56,0.5803,256,74.5,858,68.33,462,8.73,323,1046.1,227
60802,2,CAJAMARCA,JAEN,Bellavista                              ,13072,401,0.4824,546,74.69,832,51.19,1184,5.88,1081,906,355
60803,3,CAJAMARCA,JAEN,Chontali                                ,9195,525,0.3295,1259,75.2,769,41.08,1503,5.3,1302,366.1,1262
60804,4,CAJAMARCA,JAEN,Colasay                                 ,8750,548,0.3187,1335,75.57,704,31.87,1729,4.71,1525,405.4,1154
60805,5,CAJAMARCA,JAEN,Huabal                                  ,4879,837,0.3693,1025,74.11,925,49.4,1251,4.27,1669,552.1,837
60806,6,CAJAMARCA,JAEN,Las Pirias                              ,3104,1070,0.3225,1309,78.9,296,32.66,1714,4.25,1673,422.6,1112
60807,7,CAJAMARCA,JAEN,Pomahuaca                               ,9306,521,0.3267,1283,78.93,289,28.41,1783,4.54,1589,443.6,1056
60808,8,CAJAMARCA,JAEN,Pucara                                  ,6986,663,0.5089,466,75.5,719,56.74,948,6.74,795,903.5,358
60809,9,CAJAMARCA,JAEN,Sallique                                ,7754,610,0.2193,1760,79.26,258,34.57,1667,3.9,1748,162.2,1752
60810,10,CAJAMARCA,JAEN,San Felipe                              ,5425,784,0.2978,1440,75.7,688,41.16,1500,4.77,1505,297.6,1433
60811,11,CAJAMARCA,JAEN,San Jose Del Alto                       ,7049,655,0.3226,1308,74.6,844,44.44,1407,5.15,1354,344.4,1313
60812,12,CAJAMARCA,JAEN,Santa Rosa                              ,9485,509,0.3898,918,74.76,820,36.83,1601,5.05,1392,640.9,698
60901,1,CAJAMARCA,SAN IGNACIO,San Ignacio                             ,37112,159,0.4392,704,75.54,713,56.24,971,6.49,874,610.2,744
60902,2,CAJAMARCA,SAN IGNACIO,Chirinos                                ,13817,372,0.3893,925,75.57,703,47.67,1302,5.31,1298,537.4,864
60903,3,CAJAMARCA,SAN IGNACIO,Huarango                                ,17735,305,0.3305,1252,74.04,937,48.68,1274,5.07,1388,360.3,1272
60904,4,CAJAMARCA,SAN IGNACIO,La Coipa                                ,20424,276,0.3164,1348,77.94,414,33.82,1692,4.79,1491,366.4,1261
60905,5,CAJAMARCA,SAN IGNACIO,Namballe                                ,9813,498,0.3151,1356,73.36,1046,52.89,1107,5.41,1257,296.2,1438
60906,6,CAJAMARCA,SAN IGNACIO,San Jose De Lourdes       ,19779,283,0.323,1305,74.8,814,46.48,1337,4.7,1530,359.9,1275
60907,7,CAJAMARCA,SAN IGNACIO,Tabaconas                               ,21179,267,0.2961,1455,77.88,417,41.87,1482,4.6,1566,287.7,1461
61001,1,CAJAMARCA,SAN MARCOS,Pedro Galvez                            ,21466,264,0.416,799,68.76,1573,57.45,923,6.11,995,618,726
61002,2,CAJAMARCA,SAN MARCOS,Chancay                                 ,2505,1186,0.2084,1779,73.63,1003,44.63,1402,3.44,1818,156.1,1768
61003,3,CAJAMARCA,SAN MARCOS,Eduardo Villanueva      ,2147,1268,0.3319,1243,68.07,1627,33.42,1701,5.11,1366,484.5,974
61004,4,CAJAMARCA,SAN MARCOS,Gregorio Pita                           ,5022,818,0.2248,1748,71.87,1256,40.39,1518,3.58,1804,194.5,1694
61005,5,CAJAMARCA,SAN MARCOS,Ichocan                                 ,1240,1520,0.3418,1182,68.76,1574,42.12,1474,5.62,1180,435.9,1070
61006,6,CAJAMARCA,SAN MARCOS,Jose Manuel Quiroz    ,3129,1064,0.2252,1746,74.15,920,41.02,1505,3.24,1839,203.5,1675
61007,7,CAJAMARCA,SAN MARCOS,Jose Sabogal                            ,13739,377,0.2447,1687,67.69,1647,23.53,1828,2.74,1864,440.8,1061
61101,1,CAJAMARCA,SAN MIGUEL,San Miguel                              ,14086,364,0.398,887,73.1,1081,55.63,996,5.29,1307,559.2,824
61102,2,CAJAMARCA,SAN MIGUEL,Bolivar                                 ,1175,1545,0.4059,847,76.33,597,56.25,969,5.99,1042,508.1,914
61103,3,CAJAMARCA,SAN MIGUEL,Calquis                                 ,4000,942,0.3271,1280,73.98,946,65.22,604,4.39,1644,341.3,1318
61104,4,CAJAMARCA,SAN MIGUEL,Catilluc                                ,2930,1109,0.2329,1721,78.25,376,34.09,1677,4.62,1562,169.9,1737
61105,5,CAJAMARCA,SAN MIGUEL,El Prado                                ,580,1754,0.3186,1336,74.17,917,34.89,1657,4.76,1511,395.8,1181
61106,6,CAJAMARCA,SAN MIGUEL,La Florida                              ,1760,1374,0.4407,700,74.9,805,48.32,1284,6.2,965,690.9,624
61107,7,CAJAMARCA,SAN MIGUEL,Llapa                                   ,5564,766,0.3631,1060,77.34,477,47.44,1307,4.59,1571,477.8,988
61108,8,CAJAMARCA,SAN MIGUEL,Nanchoc                                 ,1374,1470,0.4665,604,75.49,722,47.74,1300,6.57,850,777.8,503
61109,9,CAJAMARCA,SAN MIGUEL,Niepos                                  ,3130,1063,0.3297,1257,74.92,800,41.89,1481,5.74,1135,346.5,1305
61110,10,CAJAMARCA,SAN MIGUEL,San Gregorio                            ,1965,1306,0.4357,721,74.62,842,57.42,925,5.38,1264,683,633
61111,11,CAJAMARCA,SAN MIGUEL,San Silvestre De Cochan  ,3571,997,0.3003,1424,74.75,822,45.73,1362,4.53,1592,306.3,1406
61112,12,CAJAMARCA,SAN MIGUEL,Tongod                                  ,3822,966,0.3459,1156,73.96,950,71.57,328,5.6,1194,320.5,1376
61113,13,CAJAMARCA,SAN MIGUEL,Union Agua Blanca    ,3048,1087,0.3727,1007,74.35,880,35.45,1644,4.85,1470,597.5,766
61201,1,CAJAMARCA,SAN PABLO,San Pablo                               ,11922,431,0.3334,1232,65.7,1732,46.93,1326,5.38,1265,426.7,1101
61202,2,CAJAMARCA,SAN PABLO,San Bernardino                          ,4123,922,0.2737,1570,67.64,1649,40.95,1506,3.73,1778,336.8,1333
61203,3,CAJAMARCA,SAN PABLO,San Luis                                ,639,1723,0.3071,1395,66.87,1693,39.15,1547,4.87,1461,386.9,1207
61204,4,CAJAMARCA,SAN PABLO,Tumbaden                                ,2985,1100,0.2742,1568,67.87,1637,34.63,1662,4.03,1720,340.1,1324
61301,1,CAJAMARCA,SANTA CRUZ,Santa Cruz                              ,11722,435,0.4698,587,71.9,1250,60.44,793,7.25,651,713.7,586
