VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS,porc_V,UBIGEO,distid,Pob_hab,Pob_rnk,IDH,IDH_rnk,EVN,EVN_rnk,pc_EDC,pc_EDC_rnk,yrs_ED,yrs_ED_rnk,IFPC,IFPC_rnk
Primera,PIURA,SULLANA,MARCAVELICA,Costa,16096,21333,4273,PERU_LIBRE,492,4.16,200605,5,30644,183,0.5138,446,78.79,310,63.11,687,7.01,720,809.6,462
Primera,PIURA,SULLANA,MARCAVELICA,Costa,16096,21333,4273,VOTOS_OTROS,7229,61.14,200605,5,30644,183,0.5138,446,78.79,310,63.11,687,7.01,720,809.6,462
Primera,PIURA,SULLANA,MIGUEL CHECA,Costa,5219,6422,1506,FUERZA_POPULAR,1134,30.54,200606,6,9424,517,0.5215,424,81.3,91,64.69,628,6.64,829,828.5,445
Primera,PIURA,SULLANA,MIGUEL CHECA,Costa,5219,6422,1506,PERU_LIBRE,98,2.64,200606,6,9424,517,0.5215,424,81.3,91,64.69,628,6.64,829,828.5,445
Primera,PIURA,SULLANA,MIGUEL CHECA,Costa,5219,6422,1506,VOTOS_OTROS,2481,66.82,200606,6,9424,517,0.5215,424,81.3,91,64.69,628,6.64,829,828.5,445
Primera,PIURA,SULLANA,QUERECOTILLO,Costa,14611,19637,3956,FUERZA_POPULAR,4060,38.1,200607,7,25662,221,0.5279,404,80.3,173,69.27,427,7.15,674,805.2,468
Primera,PIURA,SULLANA,QUERECOTILLO,Costa,14611,19637,3956,PERU_LIBRE,311,2.92,200607,7,25662,221,0.5279,404,80.3,173,69.27,427,7.15,674,805.2,468
Primera,PIURA,SULLANA,QUERECOTILLO,Costa,14611,19637,3956,VOTOS_OTROS,6284,58.98,200607,7,25662,221,0.5279,404,80.3,173,69.27,427,7.15,674,805.2,468
Primera,PIURA,SULLANA,SALITRAL,Costa,4084,5275,1190,FUERZA_POPULAR,500,17.28,200608,8,7130,648,0.5592,313,81.17,102,63.72,669,8.42,380,879.8,385
Primera,PIURA,SULLANA,SALITRAL,Costa,4084,5275,1190,PERU_LIBRE,115,3.97,200608,8,7130,648,0.5592,313,81.17,102,63.72,669,8.42,380,879.8,385
Primera,PIURA,SULLANA,SALITRAL,Costa,4084,5275,1190,VOTOS_OTROS,2279,78.75,200608,8,7130,648,0.5592,313,81.17,102,63.72,669,8.42,380,879.8,385
Primera,PIURA,SULLANA,SULLANA,Costa,95246,133302,22732,FUERZA_POPULAR,22157,30.56,200601,1,181600,30,0.5657,297,79.94,206,71.14,344,9.32,217,829.1,443
Primera,PIURA,SULLANA,SULLANA,Costa,95246,133302,22732,PERU_LIBRE,3675,5.07,200601,1,181600,30,0.5657,297,79.94,206,71.14,344,9.32,217,829.1,443
Primera,PIURA,SULLANA,SULLANA,Costa,95246,133302,22732,VOTOS_OTROS,46682,64.38,200601,1,181600,30,0.5657,297,79.94,206,71.14,344,9.32,217,829.1,443
Primera,PIURA,TALARA,EL ALTO,Costa,4666,6324,811,FUERZA_POPULAR,899,23.32,200702,2,7348,635,0.5751,271,77.98,411,65.55,587,9.44,203,929.2,335
Primera,PIURA,TALARA,EL ALTO,Costa,4666,6324,811,PERU_LIBRE,121,3.14,200702,2,7348,635,0.5751,271,77.98,411,65.55,587,9.44,203,929.2,335
Primera,PIURA,TALARA,EL ALTO,Costa,4666,6324,811,VOTOS_OTROS,2835,73.54,200702,2,7348,635,0.5751,271,77.98,411,65.55,587,9.44,203,929.2,335
Primera,PIURA,TALARA,LA BREA,Costa,7088,10363,1408,FUERZA_POPULAR,698,12.29,200703,3,10993,457,0.5877,236,78.3,371,74.78,215,9.93,146,895.6,364
Primera,PIURA,TALARA,LA BREA,Costa,7088,10363,1408,PERU_LIBRE,114,2.01,200703,3,10993,457,0.5877,236,78.3,371,74.78,215,9.93,146,895.6,364
Primera,PIURA,TALARA,LA BREA,Costa,7088,10363,1408,VOTOS_OTROS,4868,85.7,200703,3,10993,457,0.5877,236,78.3,371,74.78,215,9.93,146,895.6,364
Primera,PIURA,TALARA,LOBITOS,Costa,813,1103,124,FUERZA_POPULAR,244,35.41,200704,4,1553,1421,0.5922,231,77.54,460,66.47,543,9.32,218,1020.6,244
Primera,PIURA,TALARA,LOBITOS,Costa,813,1103,124,PERU_LIBRE,13,1.89,200704,4,1553,1421,0.5922,231,77.54,460,66.47,543,9.32,218,1020.6,244
Primera,PIURA,TALARA,LOBITOS,Costa,813,1103,124,VOTOS_OTROS,432,62.7,200704,4,1553,1421,0.5922,231,77.54,460,66.47,543,9.32,218,1020.6,244
Primera,PIURA,TALARA,LOS ORGANOS,Costa,5093,7539,1091,FUERZA_POPULAR,1155,28.86,200705,5,9570,506,0.5629,305,77.76,429,66.55,539,9.03,264,894.3,368
Primera,PIURA,TALARA,LOS ORGANOS,Costa,5093,7539,1091,PERU_LIBRE,105,2.62,200705,5,9570,506,0.5629,305,77.76,429,66.55,539,9.03,264,894.3,368
Primera,PIURA,TALARA,LOS ORGANOS,Costa,5093,7539,1091,VOTOS_OTROS,2742,68.52,200705,5,9570,506,0.5629,305,77.76,429,66.55,539,9.03,264,894.3,368
Primera,PIURA,TALARA,MANCORA,Costa,5802,7985,992,FUERZA_POPULAR,2766,57.51,200706,6,14045,366,0.5614,309,77.48,468,66.04,554,8.86,301,905.4,356
Primera,PIURA,TALARA,MANCORA,Costa,5802,7985,992,PERU_LIBRE,175,3.64,200706,6,14045,366,0.5614,309,77.48,468,66.04,554,8.86,301,905.4,356
Primera,PIURA,TALARA,MANCORA,Costa,5802,7985,992,VOTOS_OTROS,1869,38.86,200706,6,14045,366,0.5614,309,77.48,468,66.04,554,8.86,301,905.4,356
Primera,PIURA,TALARA,PARIÑAS,Costa,46372,73715,11014,FUERZA_POPULAR,4186,11.84,200701,1,89997,65,0.5901,232,76.98,526,65.82,575,9.71,169,1000.7,257
Primera,PIURA,TALARA,PARIÑAS,Costa,46372,73715,11014,PERU_LIBRE,1133,3.2,200701,1,89997,65,0.5901,232,76.98,526,65.82,575,9.71,169,1000.7,257
Primera,PIURA,TALARA,PARIÑAS,Costa,46372,73715,11014,VOTOS_OTROS,30039,84.96,200701,1,89997,65,0.5901,232,76.98,526,65.82,575,9.71,169,1000.7,257
Primera,PUNO,AZANGARO,ACHAYA,Sierra,2806,3367,530,FUERZA_POPULAR,48,2.11,210202,2,3933,951,0.1251,1869,66.07,1724,74.49,224,5.47,1235,51.1,1874
Primera,PUNO,AZANGARO,ACHAYA,Sierra,2806,3367,530,PERU_LIBRE,1396,61.34,210202,2,3933,951,0.1251,1869,66.07,1724,74.49,224,5.47,1235,51.1,1874
Primera,PUNO,AZANGARO,ACHAYA,Sierra,2806,3367,530,VOTOS_OTROS,832,36.56,210202,2,3933,951,0.1251,1869,66.07,1724,74.49,224,5.47,1235,51.1,1874
Primera,PUNO,AZANGARO,ARAPA,Sierra,5340,6510,1095,FUERZA_POPULAR,75,1.77,210203,3,6072,732,0.2802,1533,67.69,1646,69.46,417,5.72,1141,209,1663
Primera,PUNO,AZANGARO,ARAPA,Sierra,5340,6510,1095,PERU_LIBRE,2598,61.2,210203,3,6072,732,0.2802,1533,67.69,1646,69.46,417,5.72,1141,209,1663
Primera,PUNO,AZANGARO,ARAPA,Sierra,5340,6510,1095,VOTOS_OTROS,1572,37.03,210203,3,6072,732,0.2802,1533,67.69,1646,69.46,417,5.72,1141,209,1663
Primera,PUNO,AZANGARO,ASILLO,Sierra,10068,12353,1933,FUERZA_POPULAR,82,1.01,210204,4,15453,337,0.2624,1625,66.48,1711,67.58,504,6.08,1012,177.7,1720
Primera,PUNO,AZANGARO,ASILLO,Sierra,10068,12353,1933,PERU_LIBRE,5767,70.89,210204,4,15453,337,0.2624,1625,66.48,1711,67.58,504,6.08,1012,177.7,1720
Primera,PUNO,AZANGARO,ASILLO,Sierra,10068,12353,1933,VOTOS_OTROS,2286,28.1,210204,4,15453,337,0.2624,1625,66.48,1711,67.58,504,6.08,1012,177.7,1720
Primera,PUNO,AZANGARO,AZANGARO,Sierra,21099,24585,3628,FUERZA_POPULAR,124,0.71,210201,1,28240,196,0.4384,708,66.28,1716,71.45,334,8.28,408,563.5,814
Primera,PUNO,AZANGARO,AZANGARO,Sierra,21099,24585,3628,PERU_LIBRE,10749,61.52,210201,1,28240,196,0.4384,708,66.28,1716,71.45,334,8.28,408,563.5,814
Primera,PUNO,AZANGARO,AZANGARO,Sierra,21099,24585,3628,VOTOS_OTROS,6598,37.77,210201,1,28240,196,0.4384,708,66.28,1716,71.45,334,8.28,408,563.5,814
Primera,PUNO,AZANGARO,CAMINACA,Sierra,3307,3858,755,FUERZA_POPULAR,73,2.86,210205,5,2932,1108,0.2325,1724,70,1464,63.76,667,4.52,1594,153.2,1770
Primera,PUNO,AZANGARO,CAMINACA,Sierra,3307,3858,755,PERU_LIBRE,1460,57.21,210205,5,2932,1108,0.2325,1724,70,1464,63.76,667,4.52,1594,153.2,1770
Primera,PUNO,AZANGARO,CAMINACA,Sierra,3307,3858,755,VOTOS_OTROS,1019,39.93,210205,5,2932,1108,0.2325,1724,70,1464,63.76,667,4.52,1594,153.2,1770
Primera,PUNO,AZANGARO,CHUPA,Sierra,5136,6194,1040,FUERZA_POPULAR,44,1.07,210206,6,7712,615,0.2976,1443,66.27,1718,72.68,284,6.38,912,230.1,1611
Primera,PUNO,AZANGARO,CHUPA,Sierra,5136,6194,1040,PERU_LIBRE,2555,62.38,210206,6,7712,615,0.2976,1443,66.27,1718,72.68,284,6.38,912,230.1,1611
Primera,PUNO,AZANGARO,CHUPA,Sierra,5136,6194,1040,VOTOS_OTROS,1497,36.55,210206,6,7712,615,0.2976,1443,66.27,1718,72.68,284,6.38,912,230.1,1611
Primera,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,Sierra,2946,3588,472,FUERZA_POPULAR,50,2.02,210207,7,4992,821,0.3798,963,68.48,1601,83.21,22,7.04,709,371.2,1249
Primera,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,Sierra,2946,3588,472,PERU_LIBRE,1397,56.47,210207,7,4992,821,0.3798,963,68.48,1601,83.21,22,7.04,709,371.2,1249
Primera,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,Sierra,2946,3588,472,VOTOS_OTROS,1027,41.51,210207,7,4992,821,0.3798,963,68.48,1601,83.21,22,7.04,709,371.2,1249
Primera,PUNO,AZANGARO,MUÑANI,Sierra,4677,5653,992,FUERZA_POPULAR,51,1.38,210208,8,7594,622,0.2704,1584,66.68,1699,75.95,177,5.49,1230,192.9,1698
Primera,PUNO,AZANGARO,MUÑANI,Sierra,4677,5653,992,PERU_LIBRE,2451,66.51,210208,8,7594,622,0.2704,1584,66.68,1699,75.95,177,5.49,1230,192.9,1698
Primera,PUNO,AZANGARO,MUÑANI,Sierra,4677,5653,992,VOTOS_OTROS,1183,32.1,210208,8,7594,622,0.2704,1584,66.68,1699,75.95,177,5.49,1230,192.9,1698
Primera,PUNO,AZANGARO,POTONI,Sierra,2384,2819,514,FUERZA_POPULAR,18,0.96,210209,9,3830,964,0.3057,1403,69.22,1535,58.33,889,5.77,1118,271.6,1498
Primera,PUNO,AZANGARO,POTONI,Sierra,2384,2819,514,PERU_LIBRE,1264,67.59,210209,9,3830,964,0.3057,1403,69.22,1535,58.33,889,5.77,1118,271.6,1498
Primera,PUNO,AZANGARO,POTONI,Sierra,2384,2819,514,VOTOS_OTROS,588,31.44,210209,9,3830,964,0.3057,1403,69.22,1535,58.33,889,5.77,1118,271.6,1498
Primera,PUNO,AZANGARO,SAMAN,Sierra,8495,10101,2082,FUERZA_POPULAR,181,2.82,210210,10,11218,450,0.181,1836,69.27,1532,49.98,1229,4.58,1576,98.4,1844
Primera,PUNO,AZANGARO,SAMAN,Sierra,8495,10101,2082,PERU_LIBRE,3705,57.77,210210,10,11218,450,0.181,1836,69.27,1532,49.98,1229,4.58,1576,98.4,1844
Primera,PUNO,AZANGARO,SAMAN,Sierra,8495,10101,2082,VOTOS_OTROS,2527,39.4,210210,10,11218,450,0.181,1836,69.27,1532,49.98,1229,4.58,1576,98.4,1844
Primera,PUNO,AZANGARO,SAN ANTON,Sierra,4983,5909,946,FUERZA_POPULAR,78,1.93,210211,11,8567,556,0.3124,1368,68.51,1597,63.23,682,5.92,1068,276.9,1490
Primera,PUNO,AZANGARO,SAN ANTON,Sierra,4983,5909,946,PERU_LIBRE,2565,63.54,210211,11,8567,556,0.3124,1368,68.51,1597,63.23,682,5.92,1068,276.9,1490
Primera,PUNO,AZANGARO,SAN ANTON,Sierra,4983,5909,946,VOTOS_OTROS,1394,34.53,210211,11,8567,556,0.3124,1368,68.51,1597,63.23,682,5.92,1068,276.9,1490
Primera,PUNO,AZANGARO,SAN JOSE,Sierra,3114,3945,657,FUERZA_POPULAR,33,1.34,210212,12,4928,827,0.2209,1758,65.85,1728,58.62,861,5.49,1223,134.9,1802
Primera,PUNO,AZANGARO,SAN JOSE,Sierra,3114,3945,657,PERU_LIBRE,1599,65.08,210212,12,4928,827,0.2209,1758,65.85,1728,58.62,861,5.49,1223,134.9,1802
Primera,PUNO,AZANGARO,SAN JOSE,Sierra,3114,3945,657,VOTOS_OTROS,825,33.58,210212,12,4928,827,0.2209,1758,65.85,1728,58.62,861,5.49,1223,134.9,1802
Primera,PUNO,AZANGARO,SAN JUAN DE SALINAS,Sierra,2517,2992,443,FUERZA_POPULAR,17,0.82,210213,13,3724,973,0.2754,1558,66.99,1684,56.06,978,5.72,1143,222.1,1634
Primera,PUNO,AZANGARO,SAN JUAN DE SALINAS,Sierra,2517,2992,443,PERU_LIBRE,1304,62.87,210213,13,3724,973,0.2754,1558,66.99,1684,56.06,978,5.72,1143,222.1,1634
Primera,PUNO,AZANGARO,SAN JUAN DE SALINAS,Sierra,2517,2992,443,VOTOS_OTROS,753,36.31,210213,13,3724,973,0.2754,1558,66.99,1684,56.06,978,5.72,1143,222.1,1634
Primera,PUNO,AZANGARO,SANTIAGO DE PUPUJA,Sierra,3337,4095,778,FUERZA_POPULAR,50,1.95,210214,14,4011,939,0.1922,1812,68.77,1572,65.95,562,5.57,1201,92.4,1850
Primera,PUNO,AZANGARO,SANTIAGO DE PUPUJA,Sierra,3337,4095,778,PERU_LIBRE,1626,63.54,210214,14,4011,939,0.1922,1812,68.77,1572,65.95,562,5.57,1201,92.4,1850
Primera,PUNO,AZANGARO,SANTIAGO DE PUPUJA,Sierra,3337,4095,778,VOTOS_OTROS,883,34.51,210214,14,4011,939,0.1922,1812,68.77,1572,65.95,562,5.57,1201,92.4,1850
Primera,PUNO,AZANGARO,TIRAPATA,Sierra,1848,2274,349,FUERZA_POPULAR,11,0.73,210215,15,2748,1141,0.1943,1806,66.28,1717,59.17,834,5.76,1124,99.6,1843
Primera,PUNO,AZANGARO,TIRAPATA,Sierra,1848,2274,349,PERU_LIBRE,991,66.11,210215,15,2748,1141,0.1943,1806,66.28,1717,59.17,834,5.76,1124,99.6,1843
Primera,PUNO,AZANGARO,TIRAPATA,Sierra,1848,2274,349,VOTOS_OTROS,497,33.16,210215,15,2748,1141,0.1943,1806,66.28,1717,59.17,834,5.76,1124,99.6,1843
Primera,PUNO,CARABAYA,AJOYANI,Sierra,1559,1860,346,FUERZA_POPULAR,34,2.8,210302,2,2240,1246,0.3994,879,70.18,1445,66.03,555,6.17,976,497.7,941
Primera,PUNO,CARABAYA,AJOYANI,Sierra,1559,1860,346,PERU_LIBRE,599,49.38,210302,2,2240,1246,0.3994,879,70.18,1445,66.03,555,6.17,976,497.7,941
Primera,PUNO,CARABAYA,AJOYANI,Sierra,1559,1860,346,VOTOS_OTROS,580,47.82,210302,2,2240,1246,0.3994,879,70.18,1445,66.03,555,6.17,976,497.7,941
Primera,PUNO,CARABAYA,AYAPATA,Sierra,3393,4530,669,FUERZA_POPULAR,92,3.38,210303,3,12277,424,0.3816,951,66.41,1713,69.24,432,5.85,1089,481.9,978
Primera,PUNO,CARABAYA,AYAPATA,Sierra,3393,4530,669,PERU_LIBRE,1381,50.7,210303,3,12277,424,0.3816,951,66.41,1713,69.24,432,5.85,1089,481.9,978
Primera,PUNO,CARABAYA,AYAPATA,Sierra,3393,4530,669,VOTOS_OTROS,1251,45.93,210303,3,12277,424,0.3816,951,66.41,1713,69.24,432,5.85,1089,481.9,978
Primera,PUNO,CARABAYA,COASA,Sierra,3536,4690,1041,FUERZA_POPULAR,43,1.72,210304,4,12761,408,0.2809,1529,62.19,1821,62.85,698,5.45,1243,254.2,1543
Primera,PUNO,CARABAYA,COASA,Sierra,3536,4690,1041,PERU_LIBRE,1465,58.72,210304,4,12761,408,0.2809,1529,62.19,1821,62.85,698,5.45,1243,254.2,1543
Primera,PUNO,CARABAYA,COASA,Sierra,3536,4690,1041,VOTOS_OTROS,987,39.56,210304,4,12761,408,0.2809,1529,62.19,1821,62.85,698,5.45,1243,254.2,1543
Primera,PUNO,CARABAYA,CORANI,Sierra,2420,3115,754,FUERZA_POPULAR,58,3.48,210305,5,4354,893,0.2306,1732,66.51,1708,62.56,708,4.58,1575,159.8,1759
Primera,PUNO,CARABAYA,CORANI,Sierra,2420,3115,754,PERU_LIBRE,857,51.44,210305,5,4354,893,0.2306,1732,66.51,1708,62.56,708,4.58,1575,159.8,1759
Primera,PUNO,CARABAYA,CORANI,Sierra,2420,3115,754,VOTOS_OTROS,751,45.08,210305,5,4354,893,0.2306,1732,66.51,1708,62.56,708,4.58,1575,159.8,1759
Primera,PUNO,CARABAYA,CRUCERO,Sierra,5169,6021,966,FUERZA_POPULAR,94,2.24,210306,6,8969,539,0.3798,962,68.85,1569,77.08,147,6.41,898,404.6,1156
Primera,PUNO,CARABAYA,CRUCERO,Sierra,5169,6021,966,PERU_LIBRE,2531,60.22,210306,6,8969,539,0.3798,962,68.85,1569,77.08,147,6.41,898,404.6,1156
Primera,PUNO,CARABAYA,CRUCERO,Sierra,5169,6021,966,VOTOS_OTROS,1578,37.54,210306,6,8969,539,0.3798,962,68.85,1569,77.08,147,6.41,898,404.6,1156
Primera,PUNO,CARABAYA,ITUATA,Sierra,3087,4116,820,FUERZA_POPULAR,67,2.96,210307,7,6764,675,0.3545,1104,65.36,1746,68.37,458,5.83,1095,405.8,1152
Primera,PUNO,CARABAYA,ITUATA,Sierra,3087,4116,820,PERU_LIBRE,1173,51.74,210307,7,6764,675,0.3545,1104,65.36,1746,68.37,458,5.83,1095,405.8,1152
Primera,PUNO,CARABAYA,ITUATA,Sierra,3087,4116,820,VOTOS_OTROS,1027,45.3,210307,7,6764,675,0.3545,1104,65.36,1746,68.37,458,5.83,1095,405.8,1152
Primera,PUNO,CARABAYA,MACUSANI,Sierra,7496,9240,1790,FUERZA_POPULAR,179,3.14,210301,1,13135,399,0.4052,851,65.5,1737,57.2,936,6.43,889,597.3,767
Primera,PUNO,CARABAYA,MACUSANI,Sierra,7496,9240,1790,PERU_LIBRE,2648,46.41,210301,1,13135,399,0.4052,851,65.5,1737,57.2,936,6.43,889,597.3,767
Primera,PUNO,CARABAYA,MACUSANI,Sierra,7496,9240,1790,VOTOS_OTROS,2879,50.46,210301,1,13135,399,0.4052,851,65.5,1737,57.2,936,6.43,889,597.3,767
Primera,PUNO,CARABAYA,OLLACHEA,Sierra,3049,4087,853,FUERZA_POPULAR,171,7.79,210308,8,6350,709,0.3249,1292,68.3,1614,47.94,1294,5.07,1386,387.3,1205
Primera,PUNO,CARABAYA,OLLACHEA,Sierra,3049,4087,853,PERU_LIBRE,1039,47.31,210308,8,6350,709,0.3249,1292,68.3,1614,47.94,1294,5.07,1386,387.3,1205
Primera,PUNO,CARABAYA,OLLACHEA,Sierra,3049,4087,853,VOTOS_OTROS,986,44.9,210308,8,6350,709,0.3249,1292,68.3,1614,47.94,1294,5.07,1386,387.3,1205
Primera,PUNO,CARABAYA,SAN GABAN,Sierra,3469,4993,677,FUERZA_POPULAR,186,6.66,210309,9,5358,790,0.4605,630,64.71,1766,74.87,211,7.4,611,704.8,602
Primera,PUNO,CARABAYA,SAN GABAN,Sierra,3469,4993,677,PERU_LIBRE,1662,59.53,210309,9,5358,790,0.4605,630,64.71,1766,74.87,211,7.4,611,704.8,602
Primera,PUNO,CARABAYA,SAN GABAN,Sierra,3469,4993,677,VOTOS_OTROS,944,33.81,210309,9,5358,790,0.4605,630,64.71,1766,74.87,211,7.4,611,704.8,602
Primera,PUNO,CARABAYA,USICAYOS,Sierra,1972,2432,418,FUERZA_POPULAR,29,1.87,210310,10,20595,274,0.1982,1796,66.9,1691,69.24,431,5.49,1228,99.8,1842
Primera,PUNO,CARABAYA,USICAYOS,Sierra,1972,2432,418,PERU_LIBRE,923,59.4,210310,10,20595,274,0.1982,1796,66.9,1691,69.24,431,5.49,1228,99.8,1842
Primera,PUNO,CARABAYA,USICAYOS,Sierra,1972,2432,418,VOTOS_OTROS,602,38.74,210310,10,20595,274,0.1982,1796,66.9,1691,69.24,431,5.49,1228,99.8,1842
Primera,PUNO,CHUCUITO,DESAGUADERO,Sierra,6803,8421,1366,FUERZA_POPULAR,144,2.65,210402,2,28096,197,0.4241,761,74.29,892,75.63,184,8.07,446,431.1,1091
Primera,PUNO,CHUCUITO,DESAGUADERO,Sierra,6803,8421,1366,PERU_LIBRE,2705,49.75,210402,2,28096,197,0.4241,761,74.29,892,75.63,184,8.07,446,431.1,1091
Primera,PUNO,CHUCUITO,DESAGUADERO,Sierra,6803,8421,1366,VOTOS_OTROS,2588,47.6,210402,2,28096,197,0.4241,761,74.29,892,75.63,184,8.07,446,431.1,1091
Primera,PUNO,CHUCUITO,HUACULLANI,Sierra,2982,3638,603,FUERZA_POPULAR,40,1.68,210403,3,20223,278,0.2672,1601,73.48,1024,74.07,241,7.51,582,141.7,1793
Primera,PUNO,CHUCUITO,HUACULLANI,Sierra,2982,3638,603,PERU_LIBRE,1284,53.97,210403,3,20223,278,0.2672,1601,73.48,1024,74.07,241,7.51,582,141.7,1793
Primera,PUNO,CHUCUITO,HUACULLANI,Sierra,2982,3638,603,VOTOS_OTROS,1055,44.35,210403,3,20223,278,0.2672,1601,73.48,1024,74.07,241,7.51,582,141.7,1793
Primera,PUNO,CHUCUITO,JULI,Sierra,14030,17435,2944,FUERZA_POPULAR,228,2.06,210401,1,19965,280,0.4139,812,72.42,1176,75.19,200,7.42,603,440.2,1063
Primera,PUNO,CHUCUITO,JULI,Sierra,14030,17435,2944,PERU_LIBRE,5574,50.28,210401,1,19965,280,0.4139,812,72.42,1176,75.19,200,7.42,603,440.2,1063
Primera,PUNO,CHUCUITO,JULI,Sierra,14030,17435,2944,VOTOS_OTROS,5284,47.66,210401,1,19965,280,0.4139,812,72.42,1176,75.19,200,7.42,603,440.2,1063
Primera,PUNO,CHUCUITO,KELLUYO,Sierra,3188,3920,650,FUERZA_POPULAR,16,0.63,210404,4,20389,277,0.3395,1201,75.63,696,79.14,89,8.01,454,229.4,1614
Primera,PUNO,CHUCUITO,KELLUYO,Sierra,3188,3920,650,PERU_LIBRE,1317,51.89,210404,4,20389,277,0.3395,1201,75.63,696,79.14,89,8.01,454,229.4,1614
Primera,PUNO,CHUCUITO,KELLUYO,Sierra,3188,3920,650,VOTOS_OTROS,1205,47.48,210404,4,20389,277,0.3395,1201,75.63,696,79.14,89,8.01,454,229.4,1614
Primera,PUNO,CHUCUITO,PISACOMA,Sierra,1582,2044,326,FUERZA_POPULAR,18,1.43,210405,5,10986,458,0.2697,1591,74.92,802,70.47,377,7.03,714,149.1,1777
Primera,PUNO,CHUCUITO,PISACOMA,Sierra,1582,2044,326,PERU_LIBRE,745,59.32,210405,5,10986,458,0.2697,1591,74.92,802,70.47,377,7.03,714,149.1,1777
Primera,PUNO,CHUCUITO,PISACOMA,Sierra,1582,2044,326,VOTOS_OTROS,493,39.25,210405,5,10986,458,0.2697,1591,74.92,802,70.47,377,7.03,714,149.1,1777
Primera,PUNO,CHUCUITO,POMATA,Sierra,9031,11834,2295,FUERZA_POPULAR,141,2.09,210406,6,13779,373,0.3165,1346,72.97,1107,69.13,435,6.02,1035,250.8,1550
Primera,PUNO,CHUCUITO,POMATA,Sierra,9031,11834,2295,PERU_LIBRE,3947,58.6,210406,6,13779,373,0.3165,1346,72.97,1107,69.13,435,6.02,1035,250.8,1550
Primera,PUNO,CHUCUITO,POMATA,Sierra,9031,11834,2295,VOTOS_OTROS,2648,39.31,210406,6,13779,373,0.3165,1346,72.97,1107,69.13,435,6.02,1035,250.8,1550
Primera,PUNO,CHUCUITO,ZEPITA,Sierra,9795,12713,2399,FUERZA_POPULAR,100,1.35,210407,7,17422,309,0.2394,1703,73.43,1034,62.51,711,6.02,1033,132.3,1805
Primera,PUNO,CHUCUITO,ZEPITA,Sierra,9795,12713,2399,PERU_LIBRE,3917,52.96,210407,7,17422,309,0.2394,1703,73.43,1034,62.51,711,6.02,1033,132.3,1805
Primera,PUNO,CHUCUITO,ZEPITA,Sierra,9795,12713,2399,VOTOS_OTROS,3379,45.69,210407,7,17422,309,0.2394,1703,73.43,1034,62.51,711,6.02,1033,132.3,1805
Primera,PUNO,EL COLLAO,CAPASO,Sierra,483,634,131,FUERZA_POPULAR,11,3.12,210502,2,1815,1356,0.3766,983,79.23,262,48.2,1289,6.77,787,389.5,1195
Primera,PUNO,EL COLLAO,CAPASO,Sierra,483,634,131,PERU_LIBRE,180,51.14,210502,2,1815,1356,0.3766,983,79.23,262,48.2,1289,6.77,787,389.5,1195
Primera,PUNO,EL COLLAO,CAPASO,Sierra,483,634,131,VOTOS_OTROS,161,45.74,210502,2,1815,1356,0.3766,983,79.23,262,48.2,1289,6.77,787,389.5,1195
Primera,PUNO,EL COLLAO,CONDURIRI,Sierra,1855,2290,427,FUERZA_POPULAR,28,1.96,210505,5,3051,1086,0.366,1042,78.48,352,71.31,338,5.91,1073,333.5,1342
Primera,PUNO,EL COLLAO,CONDURIRI,Sierra,1855,2290,427,PERU_LIBRE,832,58.26,210505,5,3051,1086,0.366,1042,78.48,352,71.31,338,5.91,1073,333.5,1342
Primera,PUNO,EL COLLAO,CONDURIRI,Sierra,1855,2290,427,VOTOS_OTROS,568,39.78,210505,5,3051,1086,0.366,1042,78.48,352,71.31,338,5.91,1073,333.5,1342
Primera,PUNO,EL COLLAO,ILAVE,Sierra,31021,38330,7580,FUERZA_POPULAR,369,1.57,210501,1,50687,123,0.402,864,77.8,424,75.3,197,7.28,643,372.6,1243
Primera,PUNO,EL COLLAO,ILAVE,Sierra,31021,38330,7580,PERU_LIBRE,12312,52.52,210501,1,50687,123,0.402,864,77.8,424,75.3,197,7.28,643,372.6,1243
Primera,PUNO,EL COLLAO,ILAVE,Sierra,31021,38330,7580,VOTOS_OTROS,10760,45.9,210501,1,50687,123,0.402,864,77.8,424,75.3,197,7.28,643,372.6,1243
Primera,PUNO,EL COLLAO,PILCUYO,Sierra,7237,9293,2073,FUERZA_POPULAR,62,1.2,210503,3,10084,487,0.2614,1629,79.61,228,69.87,396,5.55,1205,147.5,1784
Primera,PUNO,EL COLLAO,PILCUYO,Sierra,7237,9293,2073,PERU_LIBRE,2829,54.78,210503,3,10084,487,0.2614,1629,79.61,228,69.87,396,5.55,1205,147.5,1784
Primera,PUNO,EL COLLAO,PILCUYO,Sierra,7237,9293,2073,VOTOS_OTROS,2273,44.02,210503,3,10084,487,0.2614,1629,79.61,228,69.87,396,5.55,1205,147.5,1784
Primera,PUNO,EL COLLAO,SANTA ROSA,Sierra,2140,2780,398,FUERZA_POPULAR,40,2.3,210504,4,5779,748,0.3367,1217,79.37,249,60.06,808,6.38,910,270.8,1501
