VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS,porc_V,UBIGEO,distid,Pob_hab,Pob_rnk,IDH,IDH_rnk,EVN,EVN_rnk,pc_EDC,pc_EDC_rnk,yrs_ED,yrs_ED_rnk,IFPC,IFPC_rnk
Primera,CUSCO,URUBAMBA,MARAS,Sierra,4517,5723,1073,VOTOS_OTROS,2048,59.47,81305,5,5269,798,0.3091,1383,74.65,837,55.22,1014,5.26,1318,274.7,1492
Primera,CUSCO,URUBAMBA,OLLANTAYTAMBO,Sierra,6553,8388,1604,FUERZA_POPULAR,206,4.16,81306,6,11277,447,0.4437,689,73.23,1068,68.32,464,6.35,923,607.6,750
Primera,CUSCO,URUBAMBA,OLLANTAYTAMBO,Sierra,6553,8388,1604,PERU_LIBRE,1416,28.61,81306,6,11277,447,0.4437,689,73.23,1068,68.32,464,6.35,923,607.6,750
Primera,CUSCO,URUBAMBA,OLLANTAYTAMBO,Sierra,6553,8388,1604,VOTOS_OTROS,3327,67.23,81306,6,11277,447,0.4437,689,73.23,1068,68.32,464,6.35,923,607.6,750
Primera,CUSCO,URUBAMBA,URUBAMBA,Sierra,13831,18021,2281,FUERZA_POPULAR,492,4.26,81301,1,21510,263,0.5961,223,78.53,347,68.82,442,9.02,266,1024.5,240
Primera,CUSCO,URUBAMBA,URUBAMBA,Sierra,13831,18021,2281,PERU_LIBRE,3585,31.04,81301,1,21510,263,0.5961,223,78.53,347,68.82,442,9.02,266,1024.5,240
Primera,CUSCO,URUBAMBA,URUBAMBA,Sierra,13831,18021,2281,VOTOS_OTROS,7473,64.7,81301,1,21510,263,0.5961,223,78.53,347,68.82,442,9.02,266,1024.5,240
Primera,CUSCO,URUBAMBA,YUCAY,Sierra,1917,2467,236,FUERZA_POPULAR,72,4.28,81307,7,3183,1057,0.6467,112,79.23,264,67.53,509,10.13,121,1207,128
Primera,CUSCO,URUBAMBA,YUCAY,Sierra,1917,2467,236,PERU_LIBRE,419,24.93,81307,7,3183,1057,0.6467,112,79.23,264,67.53,509,10.13,121,1207,128
Primera,CUSCO,URUBAMBA,YUCAY,Sierra,1917,2467,236,VOTOS_OTROS,1190,70.79,81307,7,3183,1057,0.6467,112,79.23,264,67.53,509,10.13,121,1207,128
Primera,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Sierra,5056,7406,1267,FUERZA_POPULAR,192,5.07,90201,1,9622,503,0.4494,668,75.14,778,62.34,721,7.1,695,590.2,770
Primera,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Sierra,5056,7406,1267,PERU_LIBRE,2177,57.46,90201,1,9622,503,0.4494,668,75.14,778,62.34,721,7.1,695,590.2,770
Primera,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Sierra,5056,7406,1267,VOTOS_OTROS,1420,37.48,90201,1,9622,503,0.4494,668,75.14,778,62.34,721,7.1,695,590.2,770
Primera,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Sierra,2045,2731,541,FUERZA_POPULAR,41,2.73,90202,2,4718,860,0.197,1798,72.14,1215,44.35,1413,4.4,1638,119.2,1824
Primera,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Sierra,2045,2731,541,PERU_LIBRE,1137,75.6,90202,2,4718,860,0.197,1798,72.14,1215,44.35,1413,4.4,1638,119.2,1824
Primera,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Sierra,2045,2731,541,VOTOS_OTROS,326,21.68,90202,2,4718,860,0.197,1798,72.14,1215,44.35,1413,4.4,1638,119.2,1824
Primera,HUANCAVELICA,ACOBAMBA,ANTA,Sierra,2714,4421,954,FUERZA_POPULAR,72,4.09,90203,3,7592,623,0.1394,1864,72.86,1122,52.28,1135,3.2,1843,71.9,1866
Primera,HUANCAVELICA,ACOBAMBA,ANTA,Sierra,2714,4421,954,PERU_LIBRE,1250,71.02,90203,3,7592,623,0.1394,1864,72.86,1122,52.28,1135,3.2,1843,71.9,1866
Primera,HUANCAVELICA,ACOBAMBA,ANTA,Sierra,2714,4421,954,VOTOS_OTROS,438,24.89,90203,3,7592,623,0.1394,1864,72.86,1122,52.28,1135,3.2,1843,71.9,1866
Primera,HUANCAVELICA,ACOBAMBA,CAJA,Sierra,1192,1856,295,FUERZA_POPULAR,88,9.81,90204,4,2195,1252,0.3214,1318,74.91,804,45.59,1368,5.34,1287,326.8,1353
Primera,HUANCAVELICA,ACOBAMBA,CAJA,Sierra,1192,1856,295,PERU_LIBRE,496,55.3,90204,4,2195,1252,0.3214,1318,74.91,804,45.59,1368,5.34,1287,326.8,1353
Primera,HUANCAVELICA,ACOBAMBA,CAJA,Sierra,1192,1856,295,VOTOS_OTROS,313,34.89,90204,4,2195,1252,0.3214,1318,74.91,804,45.59,1368,5.34,1287,326.8,1353
Primera,HUANCAVELICA,ACOBAMBA,MARCAS,Sierra,1040,1567,268,FUERZA_POPULAR,99,12.82,90205,5,1907,1329,0.3067,1399,76.4,591,46.74,1330,4.66,1546,305.7,1409
Primera,HUANCAVELICA,ACOBAMBA,MARCAS,Sierra,1040,1567,268,PERU_LIBRE,375,48.58,90205,5,1907,1329,0.3067,1399,76.4,591,46.74,1330,4.66,1546,305.7,1409
Primera,HUANCAVELICA,ACOBAMBA,MARCAS,Sierra,1040,1567,268,VOTOS_OTROS,298,38.6,90205,5,1907,1329,0.3067,1399,76.4,591,46.74,1330,4.66,1546,305.7,1409
Primera,HUANCAVELICA,ACOBAMBA,PAUCARA,Sierra,6176,8510,1523,FUERZA_POPULAR,145,3.12,90206,6,29603,187,0.3071,1396,76.82,539,65.38,594,5.22,1336,243.5,1572
Primera,HUANCAVELICA,ACOBAMBA,PAUCARA,Sierra,6176,8510,1523,PERU_LIBRE,3492,75.05,90206,6,29603,187,0.3071,1396,76.82,539,65.38,594,5.22,1336,243.5,1572
Primera,HUANCAVELICA,ACOBAMBA,PAUCARA,Sierra,6176,8510,1523,VOTOS_OTROS,1016,21.84,90206,6,29603,187,0.3071,1396,76.82,539,65.38,594,5.22,1336,243.5,1572
Primera,HUANCAVELICA,ACOBAMBA,POMACOCHA,Sierra,1698,2553,466,FUERZA_POPULAR,94,7.63,90207,7,3080,1077,0.3795,965,74.45,864,61.75,735,5.73,1139,430.4,1094
Primera,HUANCAVELICA,ACOBAMBA,POMACOCHA,Sierra,1698,2553,466,PERU_LIBRE,693,56.25,90207,7,3080,1077,0.3795,965,74.45,864,61.75,735,5.73,1139,430.4,1094
Primera,HUANCAVELICA,ACOBAMBA,POMACOCHA,Sierra,1698,2553,466,VOTOS_OTROS,445,36.12,90207,7,3080,1077,0.3795,965,74.45,864,61.75,735,5.73,1139,430.4,1094
Primera,HUANCAVELICA,ACOBAMBA,ROSARIO,Sierra,2998,4454,1024,FUERZA_POPULAR,53,2.68,90208,8,6748,681,0.2215,1756,74.81,812,56.52,961,3.77,1769,150.2,1775
Primera,HUANCAVELICA,ACOBAMBA,ROSARIO,Sierra,2998,4454,1024,PERU_LIBRE,1162,58.87,90208,8,6748,681,0.2215,1756,74.81,812,56.52,961,3.77,1769,150.2,1775
Primera,HUANCAVELICA,ACOBAMBA,ROSARIO,Sierra,2998,4454,1024,VOTOS_OTROS,759,38.45,90208,8,6748,681,0.2215,1756,74.81,812,56.52,961,3.77,1769,150.2,1775
Primera,HUANCAVELICA,ANGARAES,ANCHONGA,Sierra,3863,5421,1161,FUERZA_POPULAR,53,1.96,90302,2,8176,579,0.2048,1786,74.36,878,49.35,1252,3.88,1752,130.7,1807
Primera,HUANCAVELICA,ANGARAES,ANCHONGA,Sierra,3863,5421,1161,PERU_LIBRE,1950,72.17,90302,2,8176,579,0.2048,1786,74.36,878,49.35,1252,3.88,1752,130.7,1807
Primera,HUANCAVELICA,ANGARAES,ANCHONGA,Sierra,3863,5421,1161,VOTOS_OTROS,699,25.87,90302,2,8176,579,0.2048,1786,74.36,878,49.35,1252,3.88,1752,130.7,1807
Primera,HUANCAVELICA,ANGARAES,CALLANMARCA,Sierra,444,667,140,FUERZA_POPULAR,5,1.64,90303,3,556,1761,0.2894,1488,79.26,257,73.78,251,3.69,1785,245.8,1566
Primera,HUANCAVELICA,ANGARAES,CALLANMARCA,Sierra,444,667,140,PERU_LIBRE,192,63.16,90303,3,556,1761,0.2894,1488,79.26,257,73.78,251,3.69,1785,245.8,1566
Primera,HUANCAVELICA,ANGARAES,CALLANMARCA,Sierra,444,667,140,VOTOS_OTROS,107,35.2,90303,3,556,1761,0.2894,1488,79.26,257,73.78,251,3.69,1785,245.8,1566
Primera,HUANCAVELICA,ANGARAES,CCOCHACCASA,Sierra,1879,2558,518,FUERZA_POPULAR,47,3.45,90304,4,2398,1210,0.4057,848,69.45,1515,60.39,799,6.09,1006,555,830
Primera,HUANCAVELICA,ANGARAES,CCOCHACCASA,Sierra,1879,2558,518,PERU_LIBRE,929,68.26,90304,4,2398,1210,0.4057,848,69.45,1515,60.39,799,6.09,1006,555,830
Primera,HUANCAVELICA,ANGARAES,CCOCHACCASA,Sierra,1879,2558,518,VOTOS_OTROS,385,28.29,90304,4,2398,1210,0.4057,848,69.45,1515,60.39,799,6.09,1006,555,830
Primera,HUANCAVELICA,ANGARAES,CHINCHO,Sierra,605,950,189,FUERZA_POPULAR,86,20.67,90305,5,2782,1134,0.3087,1388,71.6,1300,54.41,1044,5.16,1349,295.1,1443
Primera,HUANCAVELICA,ANGARAES,CHINCHO,Sierra,605,950,189,PERU_LIBRE,128,30.77,90305,5,2782,1134,0.3087,1388,71.6,1300,54.41,1044,5.16,1349,295.1,1443
Primera,HUANCAVELICA,ANGARAES,CHINCHO,Sierra,605,950,189,VOTOS_OTROS,202,48.56,90305,5,2782,1134,0.3087,1388,71.6,1300,54.41,1044,5.16,1349,295.1,1443
Primera,HUANCAVELICA,ANGARAES,CONGALLA,Sierra,1986,2905,644,FUERZA_POPULAR,38,2.83,90306,6,4039,933,0.2162,1765,68.51,1598,45.73,1363,4.11,1705,161,1756
Primera,HUANCAVELICA,ANGARAES,CONGALLA,Sierra,1986,2905,644,PERU_LIBRE,805,59.99,90306,6,4039,933,0.2162,1765,68.51,1598,45.73,1363,4.11,1705,161,1756
Primera,HUANCAVELICA,ANGARAES,CONGALLA,Sierra,1986,2905,644,VOTOS_OTROS,499,37.18,90306,6,4039,933,0.2162,1765,68.51,1598,45.73,1363,4.11,1705,161,1756
Primera,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,Sierra,763,1086,269,FUERZA_POPULAR,17,3.44,90308,8,1858,1347,0.2364,1710,74.72,826,35.48,1643,3.71,1782,214.9,1646
Primera,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,Sierra,763,1086,269,PERU_LIBRE,248,50.2,90308,8,1858,1347,0.2364,1710,74.72,826,35.48,1643,3.71,1782,214.9,1646
Primera,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,Sierra,763,1086,269,VOTOS_OTROS,229,46.36,90308,8,1858,1347,0.2364,1710,74.72,826,35.48,1643,3.71,1782,214.9,1646
Primera,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,Sierra,785,1102,280,FUERZA_POPULAR,16,3.17,90307,7,1412,1463,0.2163,1764,73.57,1011,26.55,1805,3.84,1756,192.6,1700
Primera,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,Sierra,785,1102,280,PERU_LIBRE,267,52.87,90307,7,1412,1463,0.2163,1764,73.57,1011,26.55,1805,3.84,1756,192.6,1700
Primera,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,Sierra,785,1102,280,VOTOS_OTROS,222,43.96,90307,7,1412,1463,0.2163,1764,73.57,1011,26.55,1805,3.84,1756,192.6,1700
Primera,HUANCAVELICA,ANGARAES,JULCAMARCA,Sierra,610,931,126,FUERZA_POPULAR,24,4.96,90309,9,1885,1339,0.5097,463,72.66,1149,80.76,57,8.31,402,710.4,592
Primera,HUANCAVELICA,ANGARAES,JULCAMARCA,Sierra,610,931,126,PERU_LIBRE,257,53.1,90309,9,1885,1339,0.5097,463,72.66,1149,80.76,57,8.31,402,710.4,592
Primera,HUANCAVELICA,ANGARAES,JULCAMARCA,Sierra,610,931,126,VOTOS_OTROS,203,41.94,90309,9,1885,1339,0.5097,463,72.66,1149,80.76,57,8.31,402,710.4,592
Primera,HUANCAVELICA,ANGARAES,LIRCAY,Sierra,12655,17993,4078,FUERZA_POPULAR,386,4.5,90301,1,24733,230,0.3649,1050,72.61,1157,50.2,1224,5.64,1174,444.6,1055
Primera,HUANCAVELICA,ANGARAES,LIRCAY,Sierra,12655,17993,4078,PERU_LIBRE,4669,54.44,90301,1,24733,230,0.3649,1050,72.61,1157,50.2,1224,5.64,1174,444.6,1055
Primera,HUANCAVELICA,ANGARAES,LIRCAY,Sierra,12655,17993,4078,VOTOS_OTROS,3522,41.06,90301,1,24733,230,0.3649,1050,72.61,1157,50.2,1224,5.64,1174,444.6,1055
Primera,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,Sierra,532,803,110,FUERZA_POPULAR,17,4.03,90310,10,6290,715,0.2886,1494,73.15,1080,85.32,14,7.7,532,159,1761
Primera,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,Sierra,532,803,110,PERU_LIBRE,235,55.69,90310,10,6290,715,0.2886,1494,73.15,1080,85.32,14,7.7,532,159,1761
Primera,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,Sierra,532,803,110,VOTOS_OTROS,170,40.28,90310,10,6290,715,0.2886,1494,73.15,1080,85.32,14,7.7,532,159,1761
Primera,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,Sierra,697,1023,192,FUERZA_POPULAR,45,8.91,90311,11,2498,1189,0.3447,1165,70.87,1390,46.46,1342,5.5,1220,414.4,1135
Primera,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,Sierra,697,1023,192,PERU_LIBRE,313,61.98,90311,11,2498,1189,0.3447,1165,70.87,1390,46.46,1342,5.5,1220,414.4,1135
Primera,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,Sierra,697,1023,192,VOTOS_OTROS,147,29.11,90311,11,2498,1189,0.3447,1165,70.87,1390,46.46,1342,5.5,1220,414.4,1135
Primera,HUANCAVELICA,ANGARAES,SECCLLA,Sierra,1499,2160,349,FUERZA_POPULAR,48,4.17,90312,12,3863,961,0.2923,1469,72.81,1129,63.04,689,5.59,1198,223.2,1632
Primera,HUANCAVELICA,ANGARAES,SECCLLA,Sierra,1499,2160,349,PERU_LIBRE,709,61.65,90312,12,3863,961,0.2923,1469,72.81,1129,63.04,689,5.59,1198,223.2,1632
Primera,HUANCAVELICA,ANGARAES,SECCLLA,Sierra,1499,2160,349,VOTOS_OTROS,393,34.17,90312,12,3863,961,0.2923,1469,72.81,1129,63.04,689,5.59,1198,223.2,1632
Primera,HUANCAVELICA,CASTROVIRREYNA,ARMA,Sierra,658,1350,170,FUERZA_POPULAR,129,26.43,90402,2,1173,1546,0.3351,1225,68.9,1563,47.34,1313,6.11,996,369.6,1251
Primera,HUANCAVELICA,CASTROVIRREYNA,ARMA,Sierra,658,1350,170,PERU_LIBRE,144,29.51,90402,2,1173,1546,0.3351,1225,68.9,1563,47.34,1313,6.11,996,369.6,1251
Primera,HUANCAVELICA,CASTROVIRREYNA,ARMA,Sierra,658,1350,170,VOTOS_OTROS,215,44.06,90402,2,1173,1546,0.3351,1225,68.9,1563,47.34,1313,6.11,996,369.6,1251
Primera,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Sierra,863,1503,207,FUERZA_POPULAR,89,13.57,90403,3,1887,1338,0.2628,1622,62.68,1815,44.79,1398,6.76,790,215,1645
Primera,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Sierra,863,1503,207,PERU_LIBRE,302,46.04,90403,3,1887,1338,0.2628,1622,62.68,1815,44.79,1398,6.76,790,215,1645
Primera,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Sierra,863,1503,207,VOTOS_OTROS,265,40.4,90403,3,1887,1338,0.2628,1622,62.68,1815,44.79,1398,6.76,790,215,1645
Primera,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Sierra,654,1207,138,FUERZA_POPULAR,111,21.51,90404,4,1172,1547,0.3411,1189,59.28,1857,46.11,1352,7.13,682,446.7,1050
Primera,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Sierra,654,1207,138,PERU_LIBRE,175,33.91,90404,4,1172,1547,0.3411,1189,59.28,1857,46.11,1352,7.13,682,446.7,1050
Primera,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Sierra,654,1207,138,VOTOS_OTROS,230,44.57,90404,4,1172,1547,0.3411,1189,59.28,1857,46.11,1352,7.13,682,446.7,1050
Primera,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,Sierra,1499,2467,395,FUERZA_POPULAR,168,15.22,90401,1,3028,1090,0.4164,797,64.53,1770,54.82,1027,7.11,690,631.6,712
Primera,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,Sierra,1499,2467,395,PERU_LIBRE,512,46.38,90401,1,3028,1090,0.4164,797,64.53,1770,54.82,1027,7.11,690,631.6,712
Primera,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,Sierra,1499,2467,395,VOTOS_OTROS,424,38.41,90401,1,3028,1090,0.4164,797,64.53,1770,54.82,1027,7.11,690,631.6,712
Primera,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,Sierra,536,881,136,FUERZA_POPULAR,24,6,90405,5,1082,1580,0.3385,1208,72.19,1208,55.95,984,6.73,802,310.9,1396
Primera,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,Sierra,536,881,136,PERU_LIBRE,172,43,90405,5,1082,1580,0.3385,1208,72.19,1208,55.95,984,6.73,802,310.9,1396
Primera,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,Sierra,536,881,136,VOTOS_OTROS,204,51,90405,5,1082,1580,0.3385,1208,72.19,1208,55.95,984,6.73,802,310.9,1396
Primera,HUANCAVELICA,CASTROVIRREYNA,COCAS,Sierra,467,817,91,FUERZA_POPULAR,83,22.07,90406,6,796,1672,0.2637,1617,63.15,1804,38.74,1558,6.07,1015,243.2,1577
Primera,HUANCAVELICA,CASTROVIRREYNA,COCAS,Sierra,467,817,91,PERU_LIBRE,147,39.1,90406,6,796,1672,0.2637,1617,63.15,1804,38.74,1558,6.07,1015,243.2,1577
Primera,HUANCAVELICA,CASTROVIRREYNA,COCAS,Sierra,467,817,91,VOTOS_OTROS,146,38.83,90406,6,796,1672,0.2637,1617,63.15,1804,38.74,1558,6.07,1015,243.2,1577
Primera,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,Sierra,853,1520,200,FUERZA_POPULAR,84,12.86,90407,7,1206,1533,0.3999,875,64.82,1757,59.91,811,7.41,607,523.4,891
Primera,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,Sierra,853,1520,200,PERU_LIBRE,219,33.54,90407,7,1206,1533,0.3999,875,64.82,1757,59.91,811,7.41,607,523.4,891
Primera,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,Sierra,853,1520,200,VOTOS_OTROS,350,53.6,90407,7,1206,1533,0.3999,875,64.82,1757,59.91,811,7.41,607,523.4,891
Primera,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,Sierra,279,527,65,FUERZA_POPULAR,54,25.23,90408,8,339,1842,0.3914,911,57.18,1865,66.84,527,7.04,710,590.1,771
Primera,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,Sierra,279,527,65,PERU_LIBRE,80,37.38,90408,8,339,1842,0.3914,911,57.18,1865,66.84,527,7.04,710,590.1,771
Primera,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,Sierra,279,527,65,VOTOS_OTROS,80,37.38,90408,8,339,1842,0.3914,911,57.18,1865,66.84,527,7.04,710,590.1,771
Primera,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Sierra,498,1012,112,FUERZA_POPULAR,88,22.8,90409,9,1498,1434,0.3095,1380,62.88,1810,50.08,1226,6.08,1013,333,1343
Primera,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Sierra,498,1012,112,PERU_LIBRE,118,30.57,90409,9,1498,1434,0.3095,1380,62.88,1810,50.08,1226,6.08,1013,333,1343
Primera,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Sierra,498,1012,112,VOTOS_OTROS,180,46.63,90409,9,1498,1434,0.3095,1380,62.88,1810,50.08,1226,6.08,1013,333,1343
Primera,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,Sierra,456,718,99,FUERZA_POPULAR,84,23.53,90410,10,428,1817,0.375,997,57.35,1862,44.67,1401,7.33,630,613.2,736
Primera,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,Sierra,456,718,99,PERU_LIBRE,93,26.05,90410,10,428,1817,0.375,997,57.35,1862,44.67,1401,7.33,630,613.2,736
Primera,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,Sierra,456,718,99,VOTOS_OTROS,180,50.42,90410,10,428,1817,0.375,997,57.35,1862,44.67,1401,7.33,630,613.2,736
Primera,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,Sierra,636,1122,153,FUERZA_POPULAR,30,6.21,90411,11,1663,1396,0.5835,246,67.16,1670,69.27,426,7.27,647,1383.8,67
Primera,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,Sierra,636,1122,153,PERU_LIBRE,286,59.21,90411,11,1663,1396,0.5835,246,67.16,1670,69.27,426,7.27,647,1383.8,67
Primera,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,Sierra,636,1122,153,VOTOS_OTROS,167,34.58,90411,11,1663,1396,0.5835,246,67.16,1670,69.27,426,7.27,647,1383.8,67
Primera,HUANCAVELICA,CASTROVIRREYNA,TANTARA,Sierra,397,730,70,FUERZA_POPULAR,122,37.31,90412,12,617,1733,0.4319,731,70.6,1415,53.21,1093,7.9,477,581.8,781
Primera,HUANCAVELICA,CASTROVIRREYNA,TANTARA,Sierra,397,730,70,PERU_LIBRE,97,29.66,90412,12,617,1733,0.4319,731,70.6,1415,53.21,1093,7.9,477,581.8,781
Primera,HUANCAVELICA,CASTROVIRREYNA,TANTARA,Sierra,397,730,70,VOTOS_OTROS,108,33.03,90412,12,617,1733,0.4319,731,70.6,1415,53.21,1093,7.9,477,581.8,781
Primera,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,Sierra,962,1492,215,FUERZA_POPULAR,146,19.54,90413,13,1392,1466,0.4479,677,68.9,1562,47.52,1305,7.9,478,705.4,600
Primera,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,Sierra,962,1492,215,PERU_LIBRE,222,29.72,90413,13,1392,1466,0.4479,677,68.9,1562,47.52,1305,7.9,478,705.4,600
Primera,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,Sierra,962,1492,215,VOTOS_OTROS,379,50.74,90413,13,1392,1466,0.4479,677,68.9,1562,47.52,1305,7.9,478,705.4,600
Primera,HUANCAVELICA,CHURCAMPA,ANCO,Sierra,2712,4343,928,FUERZA_POPULAR,69,3.87,90502,2,6301,713,0.267,1602,67.32,1663,57.91,904,3.95,1739,259.8,1530
Primera,HUANCAVELICA,CHURCAMPA,ANCO,Sierra,2712,4343,928,PERU_LIBRE,1210,67.83,90502,2,6301,713,0.267,1602,67.32,1663,57.91,904,3.95,1739,259.8,1530
Primera,HUANCAVELICA,CHURCAMPA,ANCO,Sierra,2712,4343,928,VOTOS_OTROS,505,28.31,90502,2,6301,713,0.267,1602,67.32,1663,57.91,904,3.95,1739,259.8,1530
Primera,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,Sierra,1171,1855,452,FUERZA_POPULAR,62,8.62,90503,3,2915,1111,0.2649,1612,61.35,1833,51.87,1159,4.36,1651,282.3,1474
Primera,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,Sierra,1171,1855,452,PERU_LIBRE,370,51.46,90503,3,2915,1111,0.2649,1612,61.35,1833,51.87,1159,4.36,1651,282.3,1474
Primera,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,Sierra,1171,1855,452,VOTOS_OTROS,287,39.92,90503,3,2915,1111,0.2649,1612,61.35,1833,51.87,1159,4.36,1651,282.3,1474
Primera,HUANCAVELICA,CHURCAMPA,CHURCAMPA,Sierra,2511,4061,726,FUERZA_POPULAR,86,4.82,90501,1,4912,831,0.4259,751,69.14,1546,67.83,489,6.28,943,594.5,768
Primera,HUANCAVELICA,CHURCAMPA,CHURCAMPA,Sierra,2511,4061,726,PERU_LIBRE,951,53.28,90501,1,4912,831,0.4259,751,69.14,1546,67.83,489,6.28,943,594.5,768
Primera,HUANCAVELICA,CHURCAMPA,CHURCAMPA,Sierra,2511,4061,726,VOTOS_OTROS,748,41.9,90501,1,4912,831,0.4259,751,69.14,1546,67.83,489,6.28,943,594.5,768
Primera,HUANCAVELICA,CHURCAMPA,COSME,Sierra,1721,2341,511,FUERZA_POPULAR,54,4.46,90511,11,1555,1420,0.1874,1822,59.12,1858,59.82,814,3.73,1777,135,1801
Primera,HUANCAVELICA,CHURCAMPA,COSME,Sierra,1721,2341,511,PERU_LIBRE,740,61.16,90511,11,1555,1420,0.1874,1822,59.12,1858,59.82,814,3.73,1777,135,1801
Primera,HUANCAVELICA,CHURCAMPA,COSME,Sierra,1721,2341,511,VOTOS_OTROS,416,34.38,90511,11,1555,1420,0.1874,1822,59.12,1858,59.82,814,3.73,1777,135,1801
Primera,HUANCAVELICA,CHURCAMPA,EL CARMEN,Sierra,1282,2009,376,FUERZA_POPULAR,48,5.3,90504,4,2658,1154,0.209,1778,61.11,1837,35.21,1646,4.49,1613,179.8,1718
Primera,HUANCAVELICA,CHURCAMPA,EL CARMEN,Sierra,1282,2009,376,PERU_LIBRE,518,57.17,90504,4,2658,1154,0.209,1778,61.11,1837,35.21,1646,4.49,1613,179.8,1718
Primera,HUANCAVELICA,CHURCAMPA,EL CARMEN,Sierra,1282,2009,376,VOTOS_OTROS,340,37.53,90504,4,2658,1154,0.209,1778,61.11,1837,35.21,1646,4.49,1613,179.8,1718
Primera,HUANCAVELICA,CHURCAMPA,LA MERCED,Sierra,400,646,106,FUERZA_POPULAR,29,9.86,90505,5,1684,1390,0.3765,985,68.95,1558,69.47,414,7.08,700,388.6,1199
Primera,HUANCAVELICA,CHURCAMPA,LA MERCED,Sierra,400,646,106,PERU_LIBRE,139,47.28,90505,5,1684,1390,0.3765,985,68.95,1558,69.47,414,7.08,700,388.6,1199
Primera,HUANCAVELICA,CHURCAMPA,LA MERCED,Sierra,400,646,106,VOTOS_OTROS,126,42.86,90505,5,1684,1390,0.3765,985,68.95,1558,69.47,414,7.08,700,388.6,1199
Primera,HUANCAVELICA,CHURCAMPA,LOCROJA,Sierra,2048,3100,724,FUERZA_POPULAR,51,3.85,90506,6,3395,1026,0.2494,1674,68.88,1564,63.24,681,4.33,1657,190.8,1702
Primera,HUANCAVELICA,CHURCAMPA,LOCROJA,Sierra,2048,3100,724,PERU_LIBRE,869,65.63,90506,6,3395,1026,0.2494,1674,68.88,1564,63.24,681,4.33,1657,190.8,1702
Primera,HUANCAVELICA,CHURCAMPA,LOCROJA,Sierra,2048,3100,724,VOTOS_OTROS,404,30.51,90506,6,3395,1026,0.2494,1674,68.88,1564,63.24,681,4.33,1657,190.8,1702
Primera,HUANCAVELICA,CHURCAMPA,PACHAMARCA,Sierra,1066,1787,322,FUERZA_POPULAR,31,4.17,90510,10,1950,1311,0.3266,1284,66.98,1686,53.91,1060,4.13,1702,447.9,1048
