VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS
Primera,CAJAMARCA,JAEN,SAN FELIPE,Sierra,1896,3770,473,votos_Otros,513
Primera,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,Sierra,3245,5951,787,votos_Otros,1203
Primera,CAJAMARCA,JAEN,SANTA ROSA,Sierra,5536,8774,1458,votos_Otros,2499
Primera,CAJAMARCA,SAN IGNACIO,CHIRINOS,Sierra,6926,11249,1730,votos_Otros,2869
Primera,CAJAMARCA,SAN IGNACIO,HUARANGO,Sierra,8355,15513,2136,votos_Otros,3223
Primera,CAJAMARCA,SAN IGNACIO,LA COIPA,Sierra,10023,15634,2486,votos_Otros,3115
Primera,CAJAMARCA,SAN IGNACIO,NAMBALLE,Sierra,4063,6875,1160,votos_Otros,1650
Primera,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,Sierra,18532,26775,5255,votos_Otros,8328
Primera,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Sierra,7062,13318,1927,votos_Otros,2825
Primera,CAJAMARCA,SAN IGNACIO,TABACONAS,Sierra,8663,13831,2635,votos_Otros,2823
Primera,CAJAMARCA,SAN MARCOS,CHANCAY,Sierra,1609,2485,600,votos_Otros,339
Primera,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Sierra,1428,2134,364,votos_Otros,354
Primera,CAJAMARCA,SAN MARCOS,GREGORIO PITA,Sierra,2868,5153,1034,votos_Otros,522
Primera,CAJAMARCA,SAN MARCOS,ICHOCAN,Sierra,1162,1720,299,votos_Otros,334
Primera,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Sierra,1684,2991,640,votos_Otros,311
Primera,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Sierra,5375,10694,1915,votos_Otros,835
Primera,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Sierra,9749,14552,2427,votos_Otros,2580
Primera,CAJAMARCA,SAN MIGUEL,BOLIVAR,Sierra,767,1115,222,votos_Otros,246
Primera,CAJAMARCA,SAN MIGUEL,CALQUIS,Sierra,2313,3553,609,votos_Otros,389
Primera,CAJAMARCA,SAN MIGUEL,CATILLUC,Sierra,1609,2585,402,votos_Otros,356
Primera,CAJAMARCA,SAN MIGUEL,EL PRADO,Sierra,1285,2466,271,votos_Otros,337
Primera,CAJAMARCA,SAN MIGUEL,LA FLORIDA,Sierra,1481,2370,415,votos_Otros,547
Primera,CAJAMARCA,SAN MIGUEL,LLAPA,Sierra,2553,3836,590,votos_Otros,463
Primera,CAJAMARCA,SAN MIGUEL,NANCHOC,Sierra,623,1078,138,votos_Otros,210
Primera,CAJAMARCA,SAN MIGUEL,NIEPOS,Sierra,1518,2720,435,votos_Otros,424
Primera,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Sierra,955,1870,213,votos_Otros,241
Primera,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Sierra,6050,9729,1700,votos_Otros,1494
Primera,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Sierra,2150,3422,565,votos_Otros,335
Primera,CAJAMARCA,SAN MIGUEL,TONGOD,Sierra,1459,2380,298,votos_Otros,308
Primera,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Sierra,1438,2529,318,votos_Otros,283
Primera,CAJAMARCA,SAN PABLO,SAN BERNARDINO,Sierra,2131,3569,548,votos_Otros,442
Primera,CAJAMARCA,SAN PABLO,SAN LUIS,Sierra,646,1205,154,votos_Otros,188
Primera,CAJAMARCA,SAN PABLO,SAN PABLO,Sierra,6201,10487,1629,votos_Otros,1413
Primera,CAJAMARCA,SAN PABLO,TUMBADEN,Sierra,1998,3266,510,votos_Otros,414
Primera,CAJAMARCA,SANTA CRUZ,ANDABAMBA,Sierra,793,1442,212,votos_Otros,221
Primera,CAJAMARCA,SANTA CRUZ,CATACHE,Sierra,3060,6725,742,votos_Otros,663
Primera,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Sierra,1978,3277,544,votos_Otros,486
Primera,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Sierra,1269,2330,487,votos_Otros,380
Primera,CAJAMARCA,SANTA CRUZ,NINABAMBA,Sierra,1121,2218,302,votos_Otros,309
Primera,CAJAMARCA,SANTA CRUZ,PULAN,Sierra,1900,3480,441,votos_Otros,453
Primera,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Sierra,4582,6800,1005,votos_Otros,1408
Primera,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Sierra,939,1696,185,votos_Otros,225
Primera,CAJAMARCA,SANTA CRUZ,SEXI,Sierra,231,439,58,votos_Otros,56
Primera,CAJAMARCA,SANTA CRUZ,UTICYACU,Sierra,616,1127,131,votos_Otros,247
Primera,CAJAMARCA,SANTA CRUZ,YAUYUCAN,Sierra,1610,2588,393,votos_Otros,425
Primera,CALLAO,CALLAO,BELLAVISTA,Costa,52770,73580,6643,votos_Otros,39882
Primera,CALLAO,CALLAO,CALLAO,Costa,288143,379658,44478,votos_Otros,197278
Primera,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Costa,34431,44618,5133,votos_Otros,23729
Primera,CALLAO,CALLAO,LA PERLA,Costa,41129,58232,4657,votos_Otros,31969
Primera,CALLAO,CALLAO,LA PUNTA,Costa,4613,6941,600,votos_Otros,3659
Primera,CALLAO,CALLAO,MI PERÚ,Costa,24328,29490,4104,votos_Otros,14738
Primera,CALLAO,CALLAO,VENTANILLA,Costa,174826,231977,29358,votos_Otros,100563
Primera,CUSCO,ACOMAYO,ACOMAYO,Sierra,2745,3677,822,votos_Otros,907
Primera,CUSCO,ACOMAYO,ACOPIA,Sierra,1567,2029,349,votos_Otros,640
Primera,CUSCO,ACOMAYO,ACOS,Sierra,1350,1885,367,votos_Otros,567
Primera,CUSCO,ACOMAYO,MOSOC LLACTA,Sierra,734,905,143,votos_Otros,311
Primera,CUSCO,ACOMAYO,POMACANCHI,Sierra,4365,5868,1025,votos_Otros,1613
Primera,CUSCO,ACOMAYO,RONDOCAN,Sierra,1514,2206,452,votos_Otros,639
Primera,CUSCO,ACOMAYO,SANGARARA,Sierra,1943,2659,447,votos_Otros,802
Primera,CUSCO,ANTA,ANCAHUASI,Sierra,4522,5961,1147,votos_Otros,1857
Primera,CUSCO,ANTA,ANTA,Sierra,12207,16003,2636,votos_Otros,5984
Primera,CUSCO,ANTA,CACHIMAYO,Sierra,1792,2146,267,votos_Otros,897
Primera,CUSCO,ANTA,CHINCHAYPUJIO,Sierra,2802,4340,796,votos_Otros,1102
Primera,CUSCO,ANTA,HUAROCONDO,Sierra,3787,4846,1027,votos_Otros,1559
Primera,CUSCO,ANTA,LIMATAMBO,Sierra,4647,6692,1295,votos_Otros,1766
Primera,CUSCO,ANTA,MOLLEPATA,Sierra,1828,2661,474,votos_Otros,590
Primera,CUSCO,ANTA,PUCYURA,Sierra,2434,3049,521,votos_Otros,1033
Primera,CUSCO,ANTA,ZURITE,Sierra,2524,3276,660,votos_Otros,1067
Primera,CUSCO,CALCA,CALCA,Sierra,13209,17736,2840,votos_Otros,5843
Primera,CUSCO,CALCA,COYA,Sierra,2360,2972,551,votos_Otros,984
Primera,CUSCO,CALCA,LAMAY,Sierra,3713,4638,1033,votos_Otros,1240
Primera,CUSCO,CALCA,LARES,Sierra,3762,5459,1206,votos_Otros,1449
Primera,CUSCO,CALCA,PISAC,Sierra,6228,8053,1565,votos_Otros,2576
Primera,CUSCO,CALCA,SAN SALVADOR,Sierra,3483,4424,920,votos_Otros,1118
Primera,CUSCO,CALCA,TARAY,Sierra,3006,3580,651,votos_Otros,1080
Primera,CUSCO,CALCA,YANATILE,Sierra,4397,7513,1131,votos_Otros,1833
Primera,CUSCO,CANAS,CHECCA,Sierra,3617,4807,896,votos_Otros,978
Primera,CUSCO,CANAS,KUNTURKANKI,Sierra,3388,4428,637,votos_Otros,987
Primera,CUSCO,CANAS,LANGUI,Sierra,1794,2319,373,votos_Otros,623
Primera,CUSCO,CANAS,LAYO,Sierra,3503,4548,810,votos_Otros,828
Primera,CUSCO,CANAS,PAMPAMARCA,Sierra,1144,1481,227,votos_Otros,466
Primera,CUSCO,CANAS,QUEHUE,Sierra,1770,2470,451,votos_Otros,597
Primera,CUSCO,CANAS,TUPAC AMARU,Sierra,1801,2492,479,votos_Otros,631
Primera,CUSCO,CANAS,YANAOCA,Sierra,5464,7431,1390,votos_Otros,2114
Primera,CUSCO,CANCHIS,CHECACUPE,Sierra,3210,4080,632,votos_Otros,1285
Primera,CUSCO,CANCHIS,COMBAPATA,Sierra,3191,4077,676,votos_Otros,1275
Primera,CUSCO,CANCHIS,MARANGANI,Sierra,7020,8901,1451,votos_Otros,2000
Primera,CUSCO,CANCHIS,PITUMARCA,Sierra,4361,5925,1109,votos_Otros,1449
Primera,CUSCO,CANCHIS,SAN PABLO,Sierra,3186,4261,619,votos_Otros,1089
Primera,CUSCO,CANCHIS,SAN PEDRO,Sierra,2067,2706,323,votos_Otros,734
Primera,CUSCO,CANCHIS,SICUANI,Sierra,35652,45869,5612,votos_Otros,14377
Primera,CUSCO,CANCHIS,TINTA,Sierra,3620,4615,601,votos_Otros,1286
Primera,CUSCO,CHUMBIVILCAS,CAPACMARCA,Sierra,2484,3781,772,votos_Otros,958
Primera,CUSCO,CHUMBIVILCAS,CHAMACA,Sierra,3920,5593,1007,votos_Otros,832
Primera,CUSCO,CHUMBIVILCAS,COLQUEMARCA,Sierra,5635,7472,1560,votos_Otros,1721
Primera,CUSCO,CHUMBIVILCAS,LIVITACA,Sierra,6406,8907,2122,votos_Otros,1896
Primera,CUSCO,CHUMBIVILCAS,LLUSCO,Sierra,3363,5009,1038,votos_Otros,837
Primera,CUSCO,CHUMBIVILCAS,QUIÑOTA,Sierra,2410,3252,694,votos_Otros,478
Primera,CUSCO,CHUMBIVILCAS,SANTO TOMAS,Sierra,10895,16025,3451,votos_Otros,2618
Primera,CUSCO,CHUMBIVILCAS,VELILLE,Sierra,4555,6462,1099,votos_Otros,1166
Primera,CUSCO,CUSCO,CCORCA,Sierra,1963,2339,634,votos_Otros,727
Primera,CUSCO,CUSCO,CUSCO,Sierra,73201,97420,8954,votos_Otros,47571
Primera,CUSCO,CUSCO,POROY,Sierra,4615,5777,802,votos_Otros,2017
Primera,CUSCO,CUSCO,SAN JERONIMO,Sierra,28217,35774,3612,votos_Otros,15894
Primera,CUSCO,CUSCO,SAN SEBASTIAN,Sierra,56090,72169,6959,votos_Otros,33350
Primera,CUSCO,CUSCO,SANTIAGO,Sierra,58409,76786,7966,votos_Otros,33340
Primera,CUSCO,CUSCO,SAYLLA,Sierra,3559,4281,545,votos_Otros,1697
Primera,CUSCO,CUSCO,WANCHAQ,Sierra,46284,61891,4156,votos_Otros,34929
Primera,CUSCO,ESPINAR,ALTO PICHIGUA,Sierra,1856,2282,395,votos_Otros,479
Primera,CUSCO,ESPINAR,CONDOROMA,Sierra,637,822,133,votos_Otros,167
Primera,CUSCO,ESPINAR,COPORAQUE,Sierra,8725,11080,2108,votos_Otros,1974
Primera,CUSCO,ESPINAR,ESPINAR,Sierra,15821,20027,2933,votos_Otros,5321
Primera,CUSCO,ESPINAR,OCORURO,Sierra,930,1192,208,votos_Otros,211
Primera,CUSCO,ESPINAR,PALLPATA,Sierra,3678,4623,943,votos_Otros,851
Primera,CUSCO,ESPINAR,PICHIGUA,Sierra,2788,3438,680,votos_Otros,747
Primera,CUSCO,ESPINAR,SUYCKUTAMBO,Sierra,1596,2201,498,votos_Otros,337
Primera,CUSCO,LA CONVENCION,ECHARATE,Sierra,17585,33529,4332,votos_Otros,7285
Primera,CUSCO,LA CONVENCION,HUAYOPATA,Sierra,3152,4635,670,votos_Otros,1585
Primera,CUSCO,LA CONVENCION,INKAWASI,Sierra,2089,3465,639,votos_Otros,604
Primera,CUSCO,LA CONVENCION,KIMBIRI,Sierra,8342,13163,2148,votos_Otros,2393
Primera,CUSCO,LA CONVENCION,MARANURA,Sierra,4148,5949,873,votos_Otros,2182
Primera,CUSCO,LA CONVENCION,MEGANTONI,Sierra,3317,7479,1341,votos_Otros,1289
Primera,CUSCO,LA CONVENCION,OCOBAMBA,Sierra,2656,4465,650,votos_Otros,970
Primera,CUSCO,LA CONVENCION,PICHARI,Sierra,11826,18230,2759,votos_Otros,3063
Primera,CUSCO,LA CONVENCION,QUELLOUNO,Sierra,6355,10446,1639,votos_Otros,2828
Primera,CUSCO,LA CONVENCION,SANTA ANA,Sierra,21653,30039,3748,votos_Otros,11398
Primera,CUSCO,LA CONVENCION,SANTA TERESA,Sierra,4065,6206,891,votos_Otros,1683
Primera,CUSCO,LA CONVENCION,VILCABAMBA,Sierra,5496,9805,1442,votos_Otros,2281
Primera,CUSCO,LA CONVENCION,VILLA KINTIARINA,Sierra,1316,1750,350,votos_Otros,367
Primera,CUSCO,LA CONVENCION,VILLA VIRGEN,Sierra,1035,1395,257,votos_Otros,364
Primera,CUSCO,PARURO,ACCHA,Sierra,1927,2804,626,votos_Otros,675
Primera,CUSCO,PARURO,CCAPI,Sierra,2061,3077,793,votos_Otros,726
Primera,CUSCO,PARURO,COLCHA,Sierra,560,1025,139,votos_Otros,290
Primera,CUSCO,PARURO,HUANOQUITE,Sierra,3381,4514,1004,votos_Otros,1418
Primera,CUSCO,PARURO,OMACHA,Sierra,2785,4681,1034,votos_Otros,957
Primera,CUSCO,PARURO,PACCARITAMBO,Sierra,1367,2078,369,votos_Otros,561
Primera,CUSCO,PARURO,PARURO,Sierra,1935,2706,388,votos_Otros,928
Primera,CUSCO,PARURO,PILLPINTO,Sierra,561,1059,130,votos_Otros,241
Primera,CUSCO,PARURO,YAURISQUE,Sierra,1973,2451,476,votos_Otros,763
Primera,CUSCO,PAUCARTAMBO,CAICAY,Sierra,1859,2330,443,votos_Otros,514
Primera,CUSCO,PAUCARTAMBO,CHALLABAMBA,Sierra,4855,7165,1496,votos_Otros,1184
Primera,CUSCO,PAUCARTAMBO,COLQUEPATA,Sierra,5372,6755,1462,votos_Otros,1320
Primera,CUSCO,PAUCARTAMBO,HUANCARANI,Sierra,4126,4922,991,votos_Otros,1120
Primera,CUSCO,PAUCARTAMBO,KOSÑIPATA,Sierra,2710,3864,733,votos_Otros,821
Primera,CUSCO,PAUCARTAMBO,PAUCARTAMBO,Sierra,7234,9557,2215,votos_Otros,2060
Primera,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Sierra,3606,4717,664,votos_Otros,1851
Primera,CUSCO,QUISPICANCHI,CAMANTI,Sierra,1323,2058,249,votos_Otros,459
Primera,CUSCO,QUISPICANCHI,CCARHUAYO,Sierra,1859,2473,503,votos_Otros,308
Primera,CUSCO,QUISPICANCHI,CCATCA,Sierra,7312,9528,2109,votos_Otros,1817
Primera,CUSCO,QUISPICANCHI,CUSIPATA,Sierra,2885,3720,639,votos_Otros,1007
Primera,CUSCO,QUISPICANCHI,HUARO,Sierra,2496,3416,616,votos_Otros,1135
Primera,CUSCO,QUISPICANCHI,LUCRE,Sierra,2818,3492,487,votos_Otros,1399
Primera,CUSCO,QUISPICANCHI,MARCAPATA,Sierra,2475,3762,658,votos_Otros,727
Primera,CUSCO,QUISPICANCHI,OCONGATE,Sierra,8925,11857,1939,votos_Otros,1340
Primera,CUSCO,QUISPICANCHI,OROPESA,Sierra,5486,6698,875,votos_Otros,2673
Primera,CUSCO,QUISPICANCHI,QUIQUIJANA,Sierra,6092,7974,1884,votos_Otros,1874
Primera,CUSCO,QUISPICANCHI,URCOS,Sierra,7496,9876,1619,votos_Otros,3273
Primera,CUSCO,URUBAMBA,CHINCHERO,Sierra,7797,9287,1408,votos_Otros,2995
Primera,CUSCO,URUBAMBA,HUAYLLABAMBA,Sierra,3432,4372,575,votos_Otros,1718
Primera,CUSCO,URUBAMBA,MACHUPICCHU,Sierra,3497,6316,432,votos_Otros,1945
Primera,CUSCO,URUBAMBA,MARAS,Sierra,4517,5723,1073,votos_Otros,2048
Primera,CUSCO,URUBAMBA,OLLANTAYTAMBO,Sierra,6553,8388,1604,votos_Otros,3327
Primera,CUSCO,URUBAMBA,URUBAMBA,Sierra,13831,18021,2281,votos_Otros,7473
Primera,CUSCO,URUBAMBA,YUCAY,Sierra,1917,2467,236,votos_Otros,1190
Primera,EUROPA,ALEMANIA,BERLIN,EUROPA,544,1688,62,votos_Otros,454
Primera,EUROPA,ALEMANIA,BREMEN,EUROPA,104,665,14,votos_Otros,87
Primera,EUROPA,ALEMANIA,COLONIA,EUROPA,289,1493,22,votos_Otros,256
Primera,EUROPA,ALEMANIA,FRANKFURT,EUROPA,398,1549,27,votos_Otros,347
Primera,EUROPA,ALEMANIA,HAMBURGO,EUROPA,319,943,32,votos_Otros,266
Primera,EUROPA,ALEMANIA,MUNICH,EUROPA,734,3306,65,votos_Otros,618
Primera,EUROPA,AUSTRIA,VIENA,EUROPA,269,925,24,votos_Otros,223
Primera,EUROPA,BELGICA,AMBERES,EUROPA,247,494,40,votos_Otros,193
Primera,EUROPA,BELGICA,BRUSELAS,EUROPA,1019,2244,140,votos_Otros,770
Primera,EUROPA,BELGICA,GANTE,EUROPA,110,237,11,votos_Otros,93
Primera,EUROPA,BELGICA,LIEJA,EUROPA,41,76,2,votos_Otros,33
Primera,EUROPA,BIELORRUSIA,MINSK,EUROPA,17,25,2,votos_Otros,13
Primera,EUROPA,CROACIA,ZAGREB,EUROPA,12,48,0,votos_Otros,12
Primera,EUROPA,DINAMARCA,COPENHAGUE,EUROPA,119,514,11,votos_Otros,101
Primera,EUROPA,ESPAÑA,ALMERIA,EUROPA,376,1041,73,votos_Otros,230
Primera,EUROPA,ESPAÑA,BARCELONA,EUROPA,11709,42286,2829,votos_Otros,7203
Primera,EUROPA,ESPAÑA,BILBAO,EUROPA,1868,8159,582,votos_Otros,1043
Primera,EUROPA,ESPAÑA,LAS PALMAS,EUROPA,186,1214,34,votos_Otros,124
Primera,EUROPA,ESPAÑA,MADRID,EUROPA,26628,75778,7804,votos_Otros,15096
Primera,EUROPA,ESPAÑA,MALAGA,EUROPA,179,804,17,votos_Otros,148
Primera,EUROPA,ESPAÑA,MALLORCA,EUROPA,711,2190,141,votos_Otros,474
Primera,EUROPA,ESPAÑA,OVIEDO,EUROPA,154,593,36,votos_Otros,99
Primera,EUROPA,ESPAÑA,SALAMANCA,EUROPA,503,2996,88,votos_Otros,355
Primera,EUROPA,ESPAÑA,SEVILLA,EUROPA,1453,4780,312,votos_Otros,946
Primera,EUROPA,ESPAÑA,TENERIFE,EUROPA,233,915,41,votos_Otros,158
Primera,EUROPA,ESPAÑA,VALENCIA,EUROPA,1440,6037,271,votos_Otros,984
Primera,EUROPA,ESPAÑA,VIGO,EUROPA,546,3050,121,votos_Otros,335
Primera,EUROPA,ESPAÑA,ZARAGOZA,EUROPA,869,2369,168,votos_Otros,578
Primera,EUROPA,FINLANDIA,HELSINKI,EUROPA,105,379,11,votos_Otros,90
Primera,EUROPA,FRANCIA,BURDEOS,EUROPA,123,594,15,votos_Otros,105
Primera,EUROPA,FRANCIA,ESTRASBURGO,EUROPA,119,351,24,votos_Otros,88
Primera,EUROPA,FRANCIA,LYON,EUROPA,144,583,22,votos_Otros,116
Primera,EUROPA,FRANCIA,MARSELLA,EUROPA,81,303,11,votos_Otros,64
Primera,EUROPA,FRANCIA,NIZA,EUROPA,53,207,3,votos_Otros,43
Primera,EUROPA,FRANCIA,PARIS,EUROPA,2555,7758,438,votos_Otros,1908
Primera,EUROPA,FRANCIA,TOULOUSE,EUROPA,141,474,18,votos_Otros,121
Primera,EUROPA,GRAN BRETAÑA,LONDRES,EUROPA,1073,4547,142,votos_Otros,820
Primera,EUROPA,GRAN DUCADO DE LUXEMBURGO,LUXEMBURGO,EUROPA,98,219,15,votos_Otros,81
Primera,EUROPA,GRECIA,ATENAS,EUROPA,69,253,21,votos_Otros,41
Primera,EUROPA,GRECIA,SALONICA,EUROPA,8,40,0,votos_Otros,8
Primera,EUROPA,HOLANDA,AMSTERDAM,EUROPA,468,1784,48,votos_Otros,397
Primera,EUROPA,HUNGRIA,BUDAPEST,EUROPA,71,176,6,votos_Otros,56
Primera,EUROPA,IRLANDA,DUBLIN,EUROPA,51,185,5,votos_Otros,45
Primera,EUROPA,ITALIA,BOLONIA,EUROPA,847,3135,154,votos_Otros,535
Primera,EUROPA,ITALIA,FLORENCIA,EUROPA,3343,8782,890,votos_Otros,1775
Primera,EUROPA,ITALIA,GENOVA,EUROPA,1904,5086,528,votos_Otros,1098
Primera,EUROPA,ITALIA,MARCAS,EUROPA,730,2266,147,votos_Otros,443
Primera,EUROPA,ITALIA,MILAN,EUROPA,12873,40631,4181,votos_Otros,6676
Primera,EUROPA,ITALIA,NAPOLES,EUROPA,356,1249,73,votos_Otros,186
Primera,EUROPA,ITALIA,PERUGIA,EUROPA,626,1563,286,votos_Otros,292
Primera,EUROPA,ITALIA,ROMA,EUROPA,6287,17190,1522,votos_Otros,3769
Primera,EUROPA,ITALIA,TRIESTE,EUROPA,162,2963,21,votos_Otros,128
Primera,EUROPA,ITALIA,TURIN,EUROPA,6099,11725,2580,votos_Otros,2836
Primera,EUROPA,MACEDONIA DEL NORTE,SKOPJE,EUROPA,3,7,0,votos_Otros,3
Primera,EUROPA,NORUEGA,OSLO,EUROPA,73,333,6,votos_Otros,59
Primera,EUROPA,POLONIA,VARSOVIA,EUROPA,39,186,4,votos_Otros,31
Primera,EUROPA,PORTUGAL,LISBOA,EUROPA,94,377,15,votos_Otros,75
Primera,EUROPA,PRINCIPADO DE ANDORRA,ANDORRA LA VELLA,EUROPA,62,169,15,votos_Otros,41
Primera,EUROPA,REPUBLICA CHECA,PRAGA,EUROPA,65,179,3,votos_Otros,55
Primera,EUROPA,RUMANIA,BUCAREST,EUROPA,19,56,1,votos_Otros,15
Primera,EUROPA,RUMANIA,TIMISOARA,EUROPA,16,30,1,votos_Otros,15
Primera,EUROPA,RUSIA,MOSCU,EUROPA,138,377,23,votos_Otros,104
Primera,EUROPA,RUSIA,SAN PETERSBURGO,EUROPA,9,37,0,votos_Otros,9
Primera,EUROPA,SUECIA,ESTOCOLMO,EUROPA,822,2835,188,votos_Otros,578
Primera,EUROPA,SUECIA,MALMO,EUROPA,119,560,9,votos_Otros,102
Primera,EUROPA,SUIZA,BERNA,EUROPA,437,1594,45,votos_Otros,370
Primera,EUROPA,SUIZA,GINEBRA,EUROPA,1375,3649,314,votos_Otros,941
Primera,EUROPA,SUIZA,ZURICH,EUROPA,810,2463,185,votos_Otros,597
Primera,EUROPA,UCRANIA,KHARKOV,EUROPA,18,29,0,votos_Otros,12
Primera,EUROPA,UCRANIA,KIEV,EUROPA,33,55,2,votos_Otros,23
Primera,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Sierra,5056,7406,1267,votos_Otros,1420
Primera,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Sierra,2045,2731,541,votos_Otros,326
Primera,HUANCAVELICA,ACOBAMBA,ANTA,Sierra,2714,4421,954,votos_Otros,438
Primera,HUANCAVELICA,ACOBAMBA,CAJA,Sierra,1192,1856,295,votos_Otros,313
Primera,HUANCAVELICA,ACOBAMBA,MARCAS,Sierra,1040,1567,268,votos_Otros,298
Primera,HUANCAVELICA,ACOBAMBA,PAUCARA,Sierra,6176,8510,1523,votos_Otros,1016
Primera,HUANCAVELICA,ACOBAMBA,POMACOCHA,Sierra,1698,2553,466,votos_Otros,445
Primera,HUANCAVELICA,ACOBAMBA,ROSARIO,Sierra,2998,4454,1024,votos_Otros,759
Primera,HUANCAVELICA,ANGARAES,ANCHONGA,Sierra,3863,5421,1161,votos_Otros,699
Primera,HUANCAVELICA,ANGARAES,CALLANMARCA,Sierra,444,667,140,votos_Otros,107
Primera,HUANCAVELICA,ANGARAES,CCOCHACCASA,Sierra,1879,2558,518,votos_Otros,385
Primera,HUANCAVELICA,ANGARAES,CHINCHO,Sierra,605,950,189,votos_Otros,202
Primera,HUANCAVELICA,ANGARAES,CONGALLA,Sierra,1986,2905,644,votos_Otros,499
Primera,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,Sierra,763,1086,269,votos_Otros,229
Primera,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,Sierra,785,1102,280,votos_Otros,222
Primera,HUANCAVELICA,ANGARAES,JULCAMARCA,Sierra,610,931,126,votos_Otros,203
Primera,HUANCAVELICA,ANGARAES,LIRCAY,Sierra,12655,17993,4078,votos_Otros,3522
Primera,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,Sierra,532,803,110,votos_Otros,170
Primera,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,Sierra,697,1023,192,votos_Otros,147
Primera,HUANCAVELICA,ANGARAES,SECCLLA,Sierra,1499,2160,349,votos_Otros,393
Primera,HUANCAVELICA,CASTROVIRREYNA,ARMA,Sierra,658,1350,170,votos_Otros,215
Primera,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Sierra,863,1503,207,votos_Otros,265
Primera,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Sierra,654,1207,138,votos_Otros,230
Primera,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,Sierra,1499,2467,395,votos_Otros,424
Primera,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,Sierra,536,881,136,votos_Otros,204
Primera,HUANCAVELICA,CASTROVIRREYNA,COCAS,Sierra,467,817,91,votos_Otros,146
Primera,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,Sierra,853,1520,200,votos_Otros,350
Primera,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,Sierra,279,527,65,votos_Otros,80
Primera,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Sierra,498,1012,112,votos_Otros,180
Primera,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,Sierra,456,718,99,votos_Otros,180
Primera,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,Sierra,636,1122,153,votos_Otros,167
Primera,HUANCAVELICA,CASTROVIRREYNA,TANTARA,Sierra,397,730,70,votos_Otros,108
Primera,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,Sierra,962,1492,215,votos_Otros,379
Primera,HUANCAVELICA,CHURCAMPA,ANCO,Sierra,2712,4343,928,votos_Otros,505
Primera,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,Sierra,1171,1855,452,votos_Otros,287
Primera,HUANCAVELICA,CHURCAMPA,CHURCAMPA,Sierra,2511,4061,726,votos_Otros,748
Primera,HUANCAVELICA,CHURCAMPA,COSME,Sierra,1721,2341,511,votos_Otros,416
Primera,HUANCAVELICA,CHURCAMPA,EL CARMEN,Sierra,1282,2009,376,votos_Otros,340
Primera,HUANCAVELICA,CHURCAMPA,LA MERCED,Sierra,400,646,106,votos_Otros,126
Primera,HUANCAVELICA,CHURCAMPA,LOCROJA,Sierra,2048,3100,724,votos_Otros,404
Primera,HUANCAVELICA,CHURCAMPA,PACHAMARCA,Sierra,1066,1787,322,votos_Otros,268
Primera,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,Sierra,2612,4039,805,votos_Otros,481
Primera,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,Sierra,473,718,94,votos_Otros,136
Primera,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,Sierra,1355,2327,422,votos_Otros,429
Primera,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,Sierra,1252,1961,259,votos_Otros,335
Primera,HUANCAVELICA,HUANCAVELICA,ACORIA,Sierra,11044,16904,3401,votos_Otros,2618
