VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS
Segunda,CAJAMARCA,CONTUMAZA,CHILETE,Sierra,1695,2430,80,fuerza_popular,628
Segunda,CAJAMARCA,CONTUMAZA,CONTUMAZA,Sierra,3732,5597,272,fuerza_popular,1007
Segunda,CAJAMARCA,CONTUMAZA,CUPISNIQUE,Sierra,776,1275,37,fuerza_popular,364
Segunda,CAJAMARCA,CONTUMAZA,GUZMANGO,Sierra,1397,2072,106,fuerza_popular,418
Segunda,CAJAMARCA,CONTUMAZA,SAN BENITO,Sierra,1797,2442,102,fuerza_popular,870
Segunda,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,Sierra,577,913,20,fuerza_popular,205
Segunda,CAJAMARCA,CONTUMAZA,TANTARICA,Sierra,1216,1975,58,fuerza_popular,397
Segunda,CAJAMARCA,CONTUMAZA,YONAN,Sierra,3670,5026,187,fuerza_popular,1593
Segunda,CAJAMARCA,CUTERVO,CALLAYUC,Sierra,3468,6836,157,fuerza_popular,665
Segunda,CAJAMARCA,CUTERVO,CHOROS,Sierra,1431,2678,56,fuerza_popular,334
Segunda,CAJAMARCA,CUTERVO,CUJILLO,Sierra,1084,2054,24,fuerza_popular,138
Segunda,CAJAMARCA,CUTERVO,CUTERVO,Sierra,28333,39688,1943,fuerza_popular,8729
Segunda,CAJAMARCA,CUTERVO,LA RAMADA,Sierra,1941,3124,105,fuerza_popular,165
Segunda,CAJAMARCA,CUTERVO,PIMPINGOS,Sierra,2437,4317,72,fuerza_popular,471
Segunda,CAJAMARCA,CUTERVO,QUEROCOTILLO,Sierra,4527,10301,134,fuerza_popular,1093
Segunda,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,Sierra,2307,3715,123,fuerza_popular,397
Segunda,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,Sierra,1093,1863,52,fuerza_popular,175
Segunda,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,Sierra,1690,2576,55,fuerza_popular,196
Segunda,CAJAMARCA,CUTERVO,SANTA CRUZ,Sierra,1174,2358,43,fuerza_popular,200
Segunda,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,Sierra,2687,4372,141,fuerza_popular,557
Segunda,CAJAMARCA,CUTERVO,SANTO TOMAS,Sierra,3485,5746,112,fuerza_popular,1025
Segunda,CAJAMARCA,CUTERVO,SOCOTA,Sierra,4878,7502,229,fuerza_popular,1279
Segunda,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,Sierra,659,1075,18,fuerza_popular,160
Segunda,CAJAMARCA,HUALGAYOC,BAMBAMARCA,Sierra,39767,56610,2949,fuerza_popular,3320
Segunda,CAJAMARCA,HUALGAYOC,CHUGUR,Sierra,1898,2758,79,fuerza_popular,271
Segunda,CAJAMARCA,HUALGAYOC,HUALGAYOC,Sierra,8241,12371,475,fuerza_popular,863
Segunda,CAJAMARCA,JAEN,BELLAVISTA,Sierra,8901,12312,461,fuerza_popular,2231
Segunda,CAJAMARCA,JAEN,CHONTALI,Sierra,5206,8042,200,fuerza_popular,1761
Segunda,CAJAMARCA,JAEN,COLASAY,Sierra,5214,9138,282,fuerza_popular,1628
Segunda,CAJAMARCA,JAEN,HUABAL,Sierra,4631,7164,228,fuerza_popular,825
Segunda,CAJAMARCA,JAEN,JAEN,Sierra,59366,79949,3948,fuerza_popular,18453
Segunda,CAJAMARCA,JAEN,LAS PIRIAS,Sierra,3416,4770,196,fuerza_popular,873
Segunda,CAJAMARCA,JAEN,POMAHUACA,Sierra,4425,7005,264,fuerza_popular,933
Segunda,CAJAMARCA,JAEN,PUCARA,Sierra,4497,6542,359,fuerza_popular,1029
Segunda,CAJAMARCA,JAEN,SALLIQUE,Sierra,3014,5488,140,fuerza_popular,195
Segunda,CAJAMARCA,JAEN,SAN FELIPE,Sierra,2335,3770,154,fuerza_popular,525
Segunda,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,Sierra,3773,5951,102,fuerza_popular,1045
Segunda,CAJAMARCA,JAEN,SANTA ROSA,Sierra,5804,8774,280,fuerza_popular,1710
Segunda,CAJAMARCA,SAN IGNACIO,CHIRINOS,Sierra,8012,11249,366,fuerza_popular,1360
Segunda,CAJAMARCA,SAN IGNACIO,HUARANGO,Sierra,9981,15513,367,fuerza_popular,2128
Segunda,CAJAMARCA,SAN IGNACIO,LA COIPA,Sierra,11012,15634,603,fuerza_popular,2418
Segunda,CAJAMARCA,SAN IGNACIO,NAMBALLE,Sierra,4627,6875,171,fuerza_popular,685
Segunda,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,Sierra,19446,26775,1308,fuerza_popular,4131
Segunda,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Sierra,8641,13318,442,fuerza_popular,2329
Segunda,CAJAMARCA,SAN IGNACIO,TABACONAS,Sierra,9138,13831,325,fuerza_popular,1148
Segunda,CAJAMARCA,SAN MARCOS,CHANCAY,Sierra,1721,2485,144,fuerza_popular,643
Segunda,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Sierra,1528,2134,114,fuerza_popular,374
Segunda,CAJAMARCA,SAN MARCOS,GREGORIO PITA,Sierra,3327,5151,198,fuerza_popular,650
Segunda,CAJAMARCA,SAN MARCOS,ICHOCAN,Sierra,1238,1720,84,fuerza_popular,400
Segunda,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Sierra,1870,2991,256,fuerza_popular,510
Segunda,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Sierra,5910,10694,472,fuerza_popular,1000
Segunda,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Sierra,10458,14552,881,fuerza_popular,2730
Segunda,CAJAMARCA,SAN MIGUEL,BOLIVAR,Sierra,792,1115,35,fuerza_popular,271
Segunda,CAJAMARCA,SAN MIGUEL,CALQUIS,Sierra,2459,3553,97,fuerza_popular,327
Segunda,CAJAMARCA,SAN MIGUEL,CATILLUC,Sierra,1780,2585,52,fuerza_popular,255
Segunda,CAJAMARCA,SAN MIGUEL,EL PRADO,Sierra,1527,2467,55,fuerza_popular,594
Segunda,CAJAMARCA,SAN MIGUEL,LA FLORIDA,Sierra,1611,2370,130,fuerza_popular,428
Segunda,CAJAMARCA,SAN MIGUEL,LLAPA,Sierra,2755,3836,131,fuerza_popular,643
Segunda,CAJAMARCA,SAN MIGUEL,NANCHOC,Sierra,728,1078,35,fuerza_popular,270
Segunda,CAJAMARCA,SAN MIGUEL,NIEPOS,Sierra,1626,2720,133,fuerza_popular,429
Segunda,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Sierra,1267,1870,64,fuerza_popular,578
Segunda,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Sierra,6880,9729,521,fuerza_popular,2057
Segunda,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Sierra,2464,3421,90,fuerza_popular,501
Segunda,CAJAMARCA,SAN MIGUEL,TONGOD,Sierra,1654,2380,44,fuerza_popular,283
Segunda,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Sierra,1751,2529,86,fuerza_popular,831
Segunda,CAJAMARCA,SAN PABLO,SAN BERNARDINO,Sierra,2508,3569,93,fuerza_popular,438
Segunda,CAJAMARCA,SAN PABLO,SAN LUIS,Sierra,824,1205,26,fuerza_popular,304
Segunda,CAJAMARCA,SAN PABLO,SAN PABLO,Sierra,7313,10487,421,fuerza_popular,1396
Segunda,CAJAMARCA,SAN PABLO,TUMBADEN,Sierra,2414,3266,145,fuerza_popular,455
Segunda,CAJAMARCA,SANTA CRUZ,ANDABAMBA,Sierra,871,1442,37,fuerza_popular,296
Segunda,CAJAMARCA,SANTA CRUZ,CATACHE,Sierra,4070,6725,161,fuerza_popular,794
Segunda,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Sierra,2148,3277,105,fuerza_popular,626
Segunda,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Sierra,1367,2330,74,fuerza_popular,455
Segunda,CAJAMARCA,SANTA CRUZ,NINABAMBA,Sierra,1306,2218,37,fuerza_popular,341
Segunda,CAJAMARCA,SANTA CRUZ,PULAN,Sierra,2121,3480,89,fuerza_popular,492
Segunda,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Sierra,4798,6800,254,fuerza_popular,1503
Segunda,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Sierra,1078,1696,27,fuerza_popular,340
Segunda,CAJAMARCA,SANTA CRUZ,SEXI,Sierra,246,439,22,fuerza_popular,50
Segunda,CAJAMARCA,SANTA CRUZ,UTICYACU,Sierra,665,1127,42,fuerza_popular,180
Segunda,CAJAMARCA,SANTA CRUZ,YAUYUCAN,Sierra,1684,2588,79,fuerza_popular,401
Segunda,CALLAO,CALLAO,BELLAVISTA,Costa,57684,73580,3854,fuerza_popular,42168
Segunda,CALLAO,CALLAO,CALLAO,Costa,303716,379658,22083,fuerza_popular,194821
Segunda,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Costa,36057,44618,2297,fuerza_popular,22932
Segunda,CALLAO,CALLAO,LA PERLA,Costa,45384,58232,3320,fuerza_popular,33316
Segunda,CALLAO,CALLAO,LA PUNTA,Costa,5237,6941,233,fuerza_popular,4406
Segunda,CALLAO,CALLAO,MI PERÚ,Costa,25067,29490,2234,fuerza_popular,13823
Segunda,CALLAO,CALLAO,VENTANILLA,Costa,182574,231977,12335,fuerza_popular,99394
Segunda,CUSCO,ACOMAYO,ACOMAYO,Sierra,2740,3677,185,fuerza_popular,255
Segunda,CUSCO,ACOMAYO,ACOPIA,Sierra,1604,2029,94,fuerza_popular,100
Segunda,CUSCO,ACOMAYO,ACOS,Sierra,1345,1885,94,fuerza_popular,121
Segunda,CUSCO,ACOMAYO,MOSOC LLACTA,Sierra,732,905,36,fuerza_popular,30
Segunda,CUSCO,ACOMAYO,POMACANCHI,Sierra,4397,5868,147,fuerza_popular,200
Segunda,CUSCO,ACOMAYO,RONDOCAN,Sierra,1567,2206,88,fuerza_popular,104
Segunda,CUSCO,ACOMAYO,SANGARARA,Sierra,1958,2659,102,fuerza_popular,142
Segunda,CUSCO,ANTA,ANCAHUASI,Sierra,4561,5961,327,fuerza_popular,382
Segunda,CUSCO,ANTA,ANTA,Sierra,12540,16004,681,fuerza_popular,1279
Segunda,CUSCO,ANTA,CACHIMAYO,Sierra,1807,2146,80,fuerza_popular,314
Segunda,CUSCO,ANTA,CHINCHAYPUJIO,Sierra,2947,4340,183,fuerza_popular,203
Segunda,CUSCO,ANTA,HUAROCONDO,Sierra,3856,4846,244,fuerza_popular,299
Segunda,CUSCO,ANTA,LIMATAMBO,Sierra,4898,6692,330,fuerza_popular,666
Segunda,CUSCO,ANTA,MOLLEPATA,Sierra,1984,2661,142,fuerza_popular,505
Segunda,CUSCO,ANTA,PUCYURA,Sierra,2477,3049,131,fuerza_popular,256
Segunda,CUSCO,ANTA,ZURITE,Sierra,2571,3276,107,fuerza_popular,269
Segunda,CUSCO,CALCA,CALCA,Sierra,13452,17736,705,fuerza_popular,1848
Segunda,CUSCO,CALCA,COYA,Sierra,2374,2972,142,fuerza_popular,307
Segunda,CUSCO,CALCA,LAMAY,Sierra,3747,4638,236,fuerza_popular,251
Segunda,CUSCO,CALCA,LARES,Sierra,3766,5459,201,fuerza_popular,235
Segunda,CUSCO,CALCA,PISAC,Sierra,6273,8053,403,fuerza_popular,760
Segunda,CUSCO,CALCA,SAN SALVADOR,Sierra,3511,4424,212,fuerza_popular,474
Segunda,CUSCO,CALCA,TARAY,Sierra,3011,3580,158,fuerza_popular,406
Segunda,CUSCO,CALCA,YANATILE,Sierra,4937,7513,211,fuerza_popular,535
Segunda,CUSCO,CANAS,CHECCA,Sierra,3704,4807,160,fuerza_popular,90
Segunda,CUSCO,CANAS,KUNTURKANKI,Sierra,3458,4428,155,fuerza_popular,186
Segunda,CUSCO,CANAS,LANGUI,Sierra,1825,2319,82,fuerza_popular,91
Segunda,CUSCO,CANAS,LAYO,Sierra,3523,4548,139,fuerza_popular,120
Segunda,CUSCO,CANAS,PAMPAMARCA,Sierra,1142,1481,41,fuerza_popular,58
Segunda,CUSCO,CANAS,QUEHUE,Sierra,1822,2470,64,fuerza_popular,70
Segunda,CUSCO,CANAS,TUPAC AMARU,Sierra,1855,2492,47,fuerza_popular,74
Segunda,CUSCO,CANAS,YANAOCA,Sierra,5633,7431,338,fuerza_popular,268
Segunda,CUSCO,CANCHIS,CHECACUPE,Sierra,3210,4080,113,fuerza_popular,197
Segunda,CUSCO,CANCHIS,COMBAPATA,Sierra,3181,4077,366,fuerza_popular,179
Segunda,CUSCO,CANCHIS,MARANGANI,Sierra,7068,8902,309,fuerza_popular,334
Segunda,CUSCO,CANCHIS,PITUMARCA,Sierra,4450,5925,221,fuerza_popular,248
Segunda,CUSCO,CANCHIS,SAN PABLO,Sierra,3251,4261,118,fuerza_popular,194
Segunda,CUSCO,CANCHIS,SAN PEDRO,Sierra,2071,2706,64,fuerza_popular,144
Segunda,CUSCO,CANCHIS,SICUANI,Sierra,36003,45869,1757,fuerza_popular,3456
Segunda,CUSCO,CANCHIS,TINTA,Sierra,3689,4615,102,fuerza_popular,207
Segunda,CUSCO,CHUMBIVILCAS,CAPACMARCA,Sierra,2438,3781,126,fuerza_popular,138
Segunda,CUSCO,CHUMBIVILCAS,CHAMACA,Sierra,4136,5589,135,fuerza_popular,115
Segunda,CUSCO,CHUMBIVILCAS,COLQUEMARCA,Sierra,5648,7472,277,fuerza_popular,188
Segunda,CUSCO,CHUMBIVILCAS,LIVITACA,Sierra,6583,8906,366,fuerza_popular,238
Segunda,CUSCO,CHUMBIVILCAS,LLUSCO,Sierra,3496,5009,134,fuerza_popular,71
Segunda,CUSCO,CHUMBIVILCAS,QUIÑOTA,Sierra,2432,3252,99,fuerza_popular,56
Segunda,CUSCO,CHUMBIVILCAS,SANTO TOMAS,Sierra,11207,16025,699,fuerza_popular,423
Segunda,CUSCO,CHUMBIVILCAS,VELILLE,Sierra,4621,6462,154,fuerza_popular,137
Segunda,CUSCO,CUSCO,CCORCA,Sierra,1956,2339,135,fuerza_popular,115
Segunda,CUSCO,CUSCO,CUSCO,Sierra,76102,97420,5703,fuerza_popular,22057
Segunda,CUSCO,CUSCO,POROY,Sierra,4697,5777,346,fuerza_popular,624
Segunda,CUSCO,CUSCO,SAN JERONIMO,Sierra,29140,35774,1669,fuerza_popular,6565
Segunda,CUSCO,CUSCO,SAN SEBASTIAN,Sierra,57731,72170,3630,fuerza_popular,13283
Segunda,CUSCO,CUSCO,SANTIAGO,Sierra,60102,76786,3902,fuerza_popular,12827
Segunda,CUSCO,CUSCO,SAYLLA,Sierra,3617,4281,142,fuerza_popular,462
Segunda,CUSCO,CUSCO,WANCHAQ,Sierra,48684,61892,3350,fuerza_popular,18925
Segunda,CUSCO,ESPINAR,ALTO PICHIGUA,Sierra,1866,2282,85,fuerza_popular,68
Segunda,CUSCO,ESPINAR,CONDOROMA,Sierra,653,822,40,fuerza_popular,54
Segunda,CUSCO,ESPINAR,COPORAQUE,Sierra,8721,11080,323,fuerza_popular,368
Segunda,CUSCO,ESPINAR,ESPINAR,Sierra,15753,20027,949,fuerza_popular,1692
Segunda,CUSCO,ESPINAR,OCORURO,Sierra,935,1192,40,fuerza_popular,53
Segunda,CUSCO,ESPINAR,PALLPATA,Sierra,3678,4623,259,fuerza_popular,208
Segunda,CUSCO,ESPINAR,PICHIGUA,Sierra,2811,3438,93,fuerza_popular,129
Segunda,CUSCO,ESPINAR,SUYCKUTAMBO,Sierra,1604,2201,114,fuerza_popular,85
Segunda,CUSCO,LA CONVENCION,ECHARATE,Sierra,19156,33529,901,fuerza_popular,2657
Segunda,CUSCO,LA CONVENCION,HUAYOPATA,Sierra,3257,4635,161,fuerza_popular,602
Segunda,CUSCO,LA CONVENCION,INKAWASI,Sierra,2371,3465,86,fuerza_popular,198
Segunda,CUSCO,LA CONVENCION,KIMBIRI,Sierra,9110,13163,402,fuerza_popular,1331
Segunda,CUSCO,LA CONVENCION,MARANURA,Sierra,4274,5949,184,fuerza_popular,577
Segunda,CUSCO,LA CONVENCION,MEGANTONI,Sierra,3779,7479,271,fuerza_popular,836
Segunda,CUSCO,LA CONVENCION,OCOBAMBA,Sierra,2904,4465,96,fuerza_popular,161
Segunda,CUSCO,LA CONVENCION,PICHARI,Sierra,12848,18230,397,fuerza_popular,1539
Segunda,CUSCO,LA CONVENCION,QUELLOUNO,Sierra,7027,10446,252,fuerza_popular,877
Segunda,CUSCO,LA CONVENCION,SANTA ANA,Sierra,22212,30039,1138,fuerza_popular,4468
Segunda,CUSCO,LA CONVENCION,SANTA TERESA,Sierra,4374,6206,192,fuerza_popular,516
Segunda,CUSCO,LA CONVENCION,VILCABAMBA,Sierra,5852,9805,174,fuerza_popular,498
Segunda,CUSCO,LA CONVENCION,VILLA KINTIARINA,Sierra,1397,1749,56,fuerza_popular,245
Segunda,CUSCO,LA CONVENCION,VILLA VIRGEN,Sierra,1114,1395,47,fuerza_popular,209
Segunda,CUSCO,PARURO,ACCHA,Sierra,1933,2804,123,fuerza_popular,188
Segunda,CUSCO,PARURO,CCAPI,Sierra,2060,3076,194,fuerza_popular,115
Segunda,CUSCO,PARURO,COLCHA,Sierra,628,1026,26,fuerza_popular,111
Segunda,CUSCO,PARURO,HUANOQUITE,Sierra,3454,4515,162,fuerza_popular,191
Segunda,CUSCO,PARURO,OMACHA,Sierra,2867,4681,140,fuerza_popular,89
Segunda,CUSCO,PARURO,PACCARITAMBO,Sierra,1394,2078,96,fuerza_popular,110
Segunda,CUSCO,PARURO,PARURO,Sierra,2020,2706,113,fuerza_popular,208
Segunda,CUSCO,PARURO,PILLPINTO,Sierra,664,1059,29,fuerza_popular,128
Segunda,CUSCO,PARURO,YAURISQUE,Sierra,1988,2451,124,fuerza_popular,122
Segunda,CUSCO,PAUCARTAMBO,CAICAY,Sierra,1865,2330,100,fuerza_popular,137
Segunda,CUSCO,PAUCARTAMBO,CHALLABAMBA,Sierra,5074,7165,218,fuerza_popular,201
Segunda,CUSCO,PAUCARTAMBO,COLQUEPATA,Sierra,5460,6755,303,fuerza_popular,318
Segunda,CUSCO,PAUCARTAMBO,HUANCARANI,Sierra,4104,4922,188,fuerza_popular,267
Segunda,CUSCO,PAUCARTAMBO,KOSÑIPATA,Sierra,2776,3864,161,fuerza_popular,340
Segunda,CUSCO,PAUCARTAMBO,PAUCARTAMBO,Sierra,7407,9557,462,fuerza_popular,635
Segunda,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Sierra,3720,4717,360,fuerza_popular,477
Segunda,CUSCO,QUISPICANCHI,CAMANTI,Sierra,1435,2058,56,fuerza_popular,335
Segunda,CUSCO,QUISPICANCHI,CCARHUAYO,Sierra,1895,2473,66,fuerza_popular,64
Segunda,CUSCO,QUISPICANCHI,CCATCA,Sierra,7361,9528,475,fuerza_popular,637
Segunda,CUSCO,QUISPICANCHI,CUSIPATA,Sierra,2889,3720,172,fuerza_popular,206
Segunda,CUSCO,QUISPICANCHI,HUARO,Sierra,2600,3416,182,fuerza_popular,290
Segunda,CUSCO,QUISPICANCHI,LUCRE,Sierra,2868,3492,126,fuerza_popular,447
Segunda,CUSCO,QUISPICANCHI,MARCAPATA,Sierra,2607,3762,106,fuerza_popular,216
Segunda,CUSCO,QUISPICANCHI,OCONGATE,Sierra,9214,11857,330,fuerza_popular,320
Segunda,CUSCO,QUISPICANCHI,OROPESA,Sierra,5546,6698,285,fuerza_popular,958
Segunda,CUSCO,QUISPICANCHI,QUIQUIJANA,Sierra,6122,7974,282,fuerza_popular,295
Segunda,CUSCO,QUISPICANCHI,URCOS,Sierra,7638,9877,414,fuerza_popular,963
Segunda,CUSCO,URUBAMBA,CHINCHERO,Sierra,7960,9287,318,fuerza_popular,650
Segunda,CUSCO,URUBAMBA,HUAYLLABAMBA,Sierra,3565,4372,143,fuerza_popular,482
Segunda,CUSCO,URUBAMBA,MACHUPICCHU,Sierra,4103,6316,169,fuerza_popular,768
Segunda,CUSCO,URUBAMBA,MARAS,Sierra,4547,5723,235,fuerza_popular,379
Segunda,CUSCO,URUBAMBA,OLLANTAYTAMBO,Sierra,6665,8388,471,fuerza_popular,640
Segunda,CUSCO,URUBAMBA,URUBAMBA,Sierra,14081,18021,739,fuerza_popular,2259
Segunda,CUSCO,URUBAMBA,YUCAY,Sierra,1971,2467,81,fuerza_popular,297
Segunda,EUROPA,ALEMANIA,BERLIN,EUROPA,696,1688,31,fuerza_popular,350
Segunda,EUROPA,ALEMANIA,BREMEN,EUROPA,168,665,8,fuerza_popular,116
Segunda,EUROPA,ALEMANIA,COLONIA,EUROPA,424,1493,14,fuerza_popular,246
Segunda,EUROPA,ALEMANIA,FRANKFURT,EUROPA,572,1549,30,fuerza_popular,351
Segunda,EUROPA,ALEMANIA,HAMBURGO,EUROPA,384,943,15,fuerza_popular,224
Segunda,EUROPA,ALEMANIA,MUNICH,EUROPA,980,3306,35,fuerza_popular,597
Segunda,EUROPA,AUSTRIA,VIENA,EUROPA,337,925,19,fuerza_popular,195
Segunda,EUROPA,BELGICA,AMBERES,EUROPA,281,494,23,fuerza_popular,144
Segunda,EUROPA,BELGICA,BRUSELAS,EUROPA,1100,2244,86,fuerza_popular,519
Segunda,EUROPA,BELGICA,GANTE,EUROPA,129,237,8,fuerza_popular,79
Segunda,EUROPA,BELGICA,LIEJA,EUROPA,47,76,4,fuerza_popular,24
Segunda,EUROPA,BIELORRUSIA,MINSK,EUROPA,13,25,1,fuerza_popular,7
Segunda,EUROPA,CROACIA,ZAGREB,EUROPA,8,48,1,fuerza_popular,3
Segunda,EUROPA,DINAMARCA,COPENHAGUE,EUROPA,146,514,2,fuerza_popular,79
Segunda,EUROPA,ESPAÑA,ALMERIA,EUROPA,420,1041,29,fuerza_popular,254
Segunda,EUROPA,ESPAÑA,BARCELONA,EUROPA,15131,42286,1308,fuerza_popular,8724
Segunda,EUROPA,ESPAÑA,BILBAO,EUROPA,2339,8159,168,fuerza_popular,1228
Segunda,EUROPA,ESPAÑA,LAS PALMAS,EUROPA,259,1214,7,fuerza_popular,170
Segunda,EUROPA,ESPAÑA,MADRID,EUROPA,29288,75778,3078,fuerza_popular,16208
Segunda,EUROPA,ESPAÑA,MALAGA,EUROPA,237,804,15,fuerza_popular,158
Segunda,EUROPA,ESPAÑA,MALLORCA,EUROPA,820,2190,53,fuerza_popular,515
Segunda,EUROPA,ESPAÑA,OVIEDO,EUROPA,196,593,15,fuerza_popular,107
Segunda,EUROPA,ESPAÑA,SALAMANCA,EUROPA,674,2996,47,fuerza_popular,357
Segunda,EUROPA,ESPAÑA,SEVILLA,EUROPA,1649,4780,116,fuerza_popular,939
Segunda,EUROPA,ESPAÑA,TENERIFE,EUROPA,315,915,37,fuerza_popular,193
Segunda,EUROPA,ESPAÑA,VALENCIA,EUROPA,1784,6037,113,fuerza_popular,1076
Segunda,EUROPA,ESPAÑA,VIGO,EUROPA,661,3050,44,fuerza_popular,351
Segunda,EUROPA,ESPAÑA,ZARAGOZA,EUROPA,979,2369,66,fuerza_popular,587
Segunda,EUROPA,FINLANDIA,HELSINKI,EUROPA,124,379,4,fuerza_popular,74
Segunda,EUROPA,FRANCIA,BURDEOS,EUROPA,144,594,20,fuerza_popular,54
Segunda,EUROPA,FRANCIA,ESTRASBURGO,EUROPA,136,351,14,fuerza_popular,48
Segunda,EUROPA,FRANCIA,LYON,EUROPA,174,583,9,fuerza_popular,77
Segunda,EUROPA,FRANCIA,MARSELLA,EUROPA,98,303,10,fuerza_popular,46
Segunda,EUROPA,FRANCIA,NIZA,EUROPA,74,207,3,fuerza_popular,50
Segunda,EUROPA,FRANCIA,PARIS,EUROPA,3185,7758,223,fuerza_popular,1683
Segunda,EUROPA,FRANCIA,TOULOUSE,EUROPA,153,474,11,fuerza_popular,81
Segunda,EUROPA,GRAN BRETAÑA,LONDRES,EUROPA,1400,4547,69,fuerza_popular,917
Segunda,EUROPA,GRAN DUCADO DE LUXEMBURGO,LUXEMBURGO,EUROPA,124,219,4,fuerza_popular,71
Segunda,EUROPA,GRECIA,ATENAS,EUROPA,68,253,3,fuerza_popular,40
Segunda,EUROPA,GRECIA,SALONICA,EUROPA,7,40,1,fuerza_popular,5
Segunda,EUROPA,HOLANDA,AMSTERDAM,EUROPA,681,1784,29,fuerza_popular,443
Segunda,EUROPA,HUNGRIA,BUDAPEST,EUROPA,83,176,5,fuerza_popular,47
Segunda,EUROPA,IRLANDA,DUBLIN,EUROPA,53,185,1,fuerza_popular,32
Segunda,EUROPA,ITALIA,BOLONIA,EUROPA,1189,3135,69,fuerza_popular,617
Segunda,EUROPA,ITALIA,FLORENCIA,EUROPA,4433,8782,610,fuerza_popular,1709
Segunda,EUROPA,ITALIA,GENOVA,EUROPA,2288,5086,130,fuerza_popular,1210
Segunda,EUROPA,ITALIA,MARCAS,EUROPA,936,2266,67,fuerza_popular,425
Segunda,EUROPA,ITALIA,MILAN,EUROPA,18639,40631,1373,fuerza_popular,9363
Segunda,EUROPA,ITALIA,NAPOLES,EUROPA,420,1249,22,fuerza_popular,223
Segunda,EUROPA,ITALIA,PERUGIA,EUROPA,822,1563,58,fuerza_popular,323
Segunda,EUROPA,ITALIA,ROMA,EUROPA,7937,17190,594,fuerza_popular,3919
Segunda,EUROPA,ITALIA,TRIESTE,EUROPA,341,2963,11,fuerza_popular,212
Segunda,EUROPA,ITALIA,TURIN,EUROPA,6342,11725,533,fuerza_popular,2835
Segunda,EUROPA,MACEDONIA DEL NORTE,SKOPJE,EUROPA,5,7,0,fuerza_popular,5
Segunda,EUROPA,NORUEGA,OSLO,EUROPA,94,333,3,fuerza_popular,40
Segunda,EUROPA,POLONIA,VARSOVIA,EUROPA,38,186,5,fuerza_popular,21
Segunda,EUROPA,PORTUGAL,LISBOA,EUROPA,117,377,9,fuerza_popular,90
Segunda,EUROPA,PRINCIPADO DE ANDORRA,ANDORRA LA VELLA,EUROPA,57,169,4,fuerza_popular,31
Segunda,EUROPA,REPUBLICA CHECA,PRAGA,EUROPA,61,179,3,fuerza_popular,33
Segunda,EUROPA,RUMANIA,BUCAREST,EUROPA,21,56,1,fuerza_popular,15
Segunda,EUROPA,RUMANIA,TIMISOARA,EUROPA,18,30,0,fuerza_popular,12
Segunda,EUROPA,RUSIA,MOSCU,EUROPA,133,377,8,fuerza_popular,50
Segunda,EUROPA,RUSIA,SAN PETERSBURGO,EUROPA,12,37,0,fuerza_popular,8
Segunda,EUROPA,SUECIA,ESTOCOLMO,EUROPA,1043,2835,41,fuerza_popular,473
Segunda,EUROPA,SUECIA,MALMO,EUROPA,160,560,8,fuerza_popular,73
Segunda,EUROPA,SUIZA,BERNA,EUROPA,577,1594,31,fuerza_popular,361
Segunda,EUROPA,SUIZA,GINEBRA,EUROPA,1552,3649,210,fuerza_popular,863
Segunda,EUROPA,SUIZA,ZURICH,EUROPA,1053,2463,67,fuerza_popular,733
Segunda,EUROPA,UCRANIA,KHARKOV,EUROPA,22,29,0,fuerza_popular,22
Segunda,EUROPA,UCRANIA,KIEV,EUROPA,34,55,3,fuerza_popular,18
Segunda,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Sierra,5220,7406,238,fuerza_popular,708
Segunda,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Sierra,2024,2731,83,fuerza_popular,155
Segunda,HUANCAVELICA,ACOBAMBA,ANTA,Sierra,2700,4421,154,fuerza_popular,283
Segunda,HUANCAVELICA,ACOBAMBA,CAJA,Sierra,1273,1856,68,fuerza_popular,248
